date,hardware
2013-08-16 06:10:52,pdb
2013-08-16 11:11:17,batch #3 avalon
2013-08-16 11:53:40,block erupter usb
2013-08-16 13:12:35,batch 1
2013-08-16 13:12:35,batch 3
2013-08-16 13:12:35,batch 2
2013-08-16 13:27:07,crashing software
2013-08-16 13:27:07,regfix
2013-08-16 13:27:07,vb6
2013-08-16 13:27:07,windows xp 32-bit
2013-08-16 15:18:10,hashfast shares
2013-08-16 15:32:53,gpus
2013-08-16 15:32:53,jally
2013-08-16 15:32:53,usb hub
2013-08-16 15:32:53,jalapeno
2013-08-16 15:32:53,bfl
2013-08-16 15:32:53,be
2013-08-16 17:11:39,kncminer jupiter
2013-08-16 19:10:55,batch #2 avalon
2013-08-16 20:07:28,bfl devices
2013-08-16 20:07:28,block eruptors
2013-08-16 21:53:07,fans
2013-08-16 21:53:07,lowprofile heatsinks
2013-08-16 21:53:07,belkin f4u022v
2013-08-16 21:53:07,d-link usb hub (dub-h7)
2013-08-16 21:53:07,ztex quad boards
2013-08-16 21:53:07,block erupters
2013-08-16 21:53:07,erupters
2013-08-16 21:53:07,jalapeno
2013-08-16 21:53:07,raspberry pi
2013-08-16 21:53:07,pluggable 7-port hub (3.0a 5.0v output)
2013-08-16 21:53:07,usb hub
2013-08-16 21:53:07,rosewill 7 port hub
2013-08-16 21:53:07,adafruit occularis
2013-08-16 22:09:20,7870
2013-08-16 22:09:20,7950
2013-08-16 22:52:14,avalon asic chips
2013-08-17 01:25:50,raspberry pi
2013-08-17 01:25:50,orico usb 3.0
2013-08-17 01:25:50,minepeon
2013-08-17 01:25:50,usb3-hub
2013-08-17 01:25:50,7 port usb 3 hub
2013-08-17 01:25:50,d-link dub-h7
2013-08-17 03:05:22,solder stencil
2013-08-17 03:05:22,proto board
2013-08-17 03:23:16,hashfast
2013-08-17 04:28:56,blades
2013-08-17 11:07:26,electronics
2013-08-17 13:36:21,luke's unit
2013-08-17 13:36:21,mini rigs
2013-08-17 13:39:51,sc
2013-08-17 13:39:51,mini rig
2013-08-17 13:39:51,single
2013-08-17 13:39:51,little single
2013-08-17 13:39:51,jalapeno
2013-08-17 14:46:57,boards
2013-08-17 14:46:57,sample chips
2013-08-17 14:46:57,single board
2013-08-17 15:49:52,rpi
2013-08-17 16:23:14,asic block eruptors
2013-08-17 16:23:14,cgminer v3.3.1
2013-08-17 16:23:14,powered hub
2013-08-17 16:23:14,block erupter usb
2013-08-17 16:23:14,7 port hubs
2013-08-17 16:23:14,satechi 12-port powered hub
2013-08-17 20:09:50,avalon
2013-08-17 20:22:19,usb erupter
2013-08-17 20:57:28,blades
2013-08-17 20:57:28,asicminer erupter usb miner
2013-08-17 21:07:30,wireless router
2013-08-17 21:07:30,smartphone
2013-08-17 21:07:30,tablets
2013-08-17 21:07:30,laptop
2013-08-17 21:07:30,cnc lathe
2013-08-17 21:07:30,cnc mill
2013-08-17 21:07:30,robo massage chair
2013-08-17 21:07:30,3d printer
2013-08-17 21:07:30,robotic miner
2013-08-17 23:35:49,bfl little single
2013-08-17 23:56:16,windows 8 64bit
2013-08-17 23:56:16,visual studio 2012
2013-08-18 08:43:47,psu switch
2013-08-18 08:43:47,power supply
2013-08-18 08:43:47,fans
2013-08-18 09:56:39,bfl
2013-08-18 09:56:39,batch 2 avalon
2013-08-18 09:56:39,basic units
2013-08-18 12:02:13,myminer project
2013-08-18 12:02:13,klondike project
2013-08-18 12:02:13,frame
2013-08-18 12:02:13,fans
2013-08-18 12:02:13,heatsinks
2013-08-18 12:57:05,xfx 6950
2013-08-18 12:57:05,powercoolers 6950
2013-08-18 12:57:05,7 pro x64 with 5xxx 6xxx and 7xxx cards
2013-08-18 12:57:05,2x6950s
2013-08-18 13:56:20,knc - saturn
2013-08-18 14:33:09,knc order
2013-08-18 16:05:46,avalon
2013-08-18 16:05:46,module
2013-08-18 16:31:10,corsair 1000 watt
2013-08-18 16:31:10,avalon batch 2
2013-08-18 17:23:04,sticks
2013-08-18 18:32:06,60gh bfl's
2013-08-18 19:14:10,asicminer erupter usb
2013-08-18 20:11:41,avalon pdu
2013-08-18 20:40:43,psu
2013-08-18 20:40:43,legos
2013-08-18 20:40:43,heatsinks
2013-08-18 22:35:27,block eruptors
2013-08-18 23:49:56,miners
2013-08-19 00:15:17,bitfury sample chips
2013-08-19 01:21:37,am blade
2013-08-19 01:21:37,avalon
2013-08-19 01:21:37,crts
2013-08-19 01:21:37,wii
2013-08-19 01:21:37,c-64
2013-08-19 01:21:37,asicminer
2013-08-19 02:27:44,asicminer erupter usb
2013-08-19 03:17:44,4-module batch 1 unit
2013-08-19 03:17:44,avalon asic 20130819 firmware
2013-08-19 12:00:31,avalon miner
2013-08-19 12:00:31,apple computer
2013-08-19 15:12:50,hashfast shares
2013-08-19 17:52:11,usb miner
2013-08-19 17:52:11,usb miner
2013-08-19 18:06:06,asicminer erupter usb
2013-08-19 18:56:45,blades
2013-08-19 18:56:45,usb stick miners
2013-08-19 18:58:12,asicminer erupter usb
2013-08-19 20:53:00,asteroid
2013-08-19 20:53:00,usb-based devices
2013-08-19 20:53:00,mobileminer
2013-08-19 21:25:37,radeon 6950
2013-08-19 21:25:37,mint 15 kde 64bit
2013-08-19 21:56:45,pavonis
2013-08-19 22:38:42,gds-ii
2013-08-19 22:53:32,bfl single
2013-08-19 23:36:48,canary
2013-08-20 00:45:27,graphics card
2013-08-20 00:45:27,850w psu
2013-08-20 00:45:27,mobo
2013-08-20 00:45:27,pci risers
2013-08-20 00:45:27,3 7950s
2013-08-20 01:49:14,asicminer erupter usb
2013-08-20 04:26:43,bicycle
2013-08-20 04:26:43,pos walmart bike
2013-08-20 06:52:27,5ghs jalapeno
2013-08-20 07:00:25,soccer helmet
2013-08-20 08:55:01,asic
2013-08-20 09:27:46,jalapeños
2013-08-20 10:00:23,macbook pro
2013-08-20 10:00:23,hackintosh
2013-08-20 12:19:37,.net
2013-08-20 12:19:37,hard drive
2013-08-20 12:19:37,display driver
2013-08-20 12:19:37,windows 7
2013-08-20 12:19:37,cgwatcher
2013-08-20 12:19:37,cgminer
2013-08-20 12:19:37,fans
2013-08-20 12:19:37,power connectors
2013-08-20 12:30:03,win7 ultimate 64-bit
2013-08-20 12:30:03,asus xonar dg
2013-08-20 12:30:03,i5 2500k
2013-08-20 12:30:03,ocz modxstream pro 600ws
2013-08-20 12:30:03,crucial ballistix tactical tracer 2x4gb @2133mhz
2013-08-20 12:30:03,msi r7970 lightning 3gb gddr5
2013-08-20 12:30:03,asus maximus v gene
2013-08-20 12:30:03,"benq rl2455hm 24"" 1ms"
2013-08-20 12:30:03,thermaltake overseer rx-i
2013-08-20 12:30:03,wd 500gb aakx
2013-08-20 12:30:03,wd 500gb aaks
2013-08-20 12:30:03,ocz vertex 4 128gb
2013-08-20 15:36:18,miner #3
2013-08-20 17:21:26,chips
2013-08-20 17:21:26,prototype boards
2013-08-20 17:21:26,bitfury's
2013-08-20 17:21:26,full units
2013-08-20 23:29:42,hashfast
2013-08-21 00:51:51,win pe
2013-08-21 00:51:51,7750
2013-08-21 00:51:51,7950
2013-08-21 05:45:45,avalon asic chips
2013-08-21 07:01:37,usb miners
2013-08-21 07:01:37,block erupters
2013-08-21 10:32:19,2 28nm mining cards
2013-08-21 10:32:19,8 scs
2013-08-21 15:17:27,miner
2013-08-21 18:30:19,avalon
2013-08-21 23:17:45,bfl
2013-08-22 01:21:18,avalon
2013-08-22 01:21:18,cm1
2013-08-22 01:21:18,raspberry pi
2013-08-22 01:21:18,fpga bfl minirig
2013-08-22 01:21:18,asicminer usb block erupter
2013-08-22 02:31:29,usb fpga cards
2013-08-22 04:43:27,ati/radeon 5700
2013-08-22 11:40:20,jalapeno
2013-08-22 14:32:04,asicminer erupter usb
2013-08-22 15:31:23,erupter
2013-08-22 15:31:23,usb hub
2013-08-22 15:31:23,raspi
2013-08-22 17:38:10,hashfast shares
2013-08-23 02:26:14,cards
2013-08-23 02:26:14,butterfly labs rigs
2013-08-23 02:55:37,block erupters
2013-08-23 02:55:37,hubs
2013-08-23 05:46:24,gpu/asic
2013-08-23 06:06:52,asicminer usb
2013-08-23 15:11:11,raspberry pi
2013-08-23 15:11:11,vnc
2013-08-23 15:25:50,minepeon
2013-08-23 15:25:50,raspberrypi
2013-08-23 15:25:50,fan
2013-08-23 15:25:50,bfl jal unit
2013-08-23 16:07:55,asicminer erupter usb
2013-08-23 16:07:55,usb miners
2013-08-23 17:29:24,pavonis
2013-08-23 17:29:24,15000mh unit
2013-08-23 17:29:24,elysium
2013-08-23 17:47:08,little single
2013-08-23 19:09:47,gpu
2013-08-23 19:09:47,heatsink
2013-08-23 19:09:47,fans
2013-08-23 19:09:47,6850
2013-08-23 19:09:47,psu
2013-08-23 19:09:47,video cards
2013-08-23 19:09:47,airflow
2013-08-23 21:33:23,avalon
2013-08-23 21:33:23,nex1500
2013-08-23 21:33:23,jalapeno
2013-08-23 23:46:21,asicminer erupter usb
2013-08-24 01:46:32,metro bank debit card
2013-08-24 02:34:08,asicminer erupter usb
2013-08-24 03:09:07,monitors
2013-08-24 03:09:07,5770
2013-08-24 03:09:07,5870
2013-08-24 03:09:07,5970
2013-08-24 03:09:07,windows 7 64bit
2013-08-24 08:48:00,gpu miner
2013-08-24 08:48:00,5970
2013-08-24 08:48:00,6990
2013-08-24 08:48:00,7970
2013-08-24 09:07:14,tahiti
2013-08-24 09:07:14,3 card
2013-08-24 12:14:42,oracle
2013-08-24 12:14:42,apple software engineer
2013-08-24 12:14:42,pocket supercomputer
2013-08-24 13:51:05,bfl single sc
2013-08-24 13:51:05,pclinuxos 32bit
2013-08-24 13:51:05,multiminer
2013-08-24 19:30:00,cryptogenicbullion
2013-08-24 19:36:08,asicminer usb
2013-08-24 22:06:47,3000+ bitfury chips
2013-08-25 04:01:15,nvidia 9800s
2013-08-25 04:01:15,asics
2013-08-25 04:01:15,ati 68xx graphics cards
2013-08-25 07:18:27,bfgminer
2013-08-25 07:18:27,powered usb host
2013-08-25 07:18:27,bfl
2013-08-25 07:41:17,exhaust fans
2013-08-25 07:41:17,avalon
2013-08-25 07:41:17,fans
2013-08-25 07:41:17,case
2013-08-25 07:41:17,heatsink
2013-08-25 07:41:17,thermal paste
2013-08-25 08:42:26,lenovo s10e netbook
2013-08-25 08:56:58,pc
2013-08-25 08:56:58,cgminer
2013-08-25 08:56:58,usb
2013-08-25 09:43:11,intel i3
2013-08-25 09:43:11,nvidia 630m
2013-08-25 09:43:11,intel hd 3000
2013-08-25 09:43:11,i3-3225
2013-08-25 09:43:11,i3-3220t
2013-08-25 09:43:11,radeon 7670m
2013-08-25 11:32:02,fpga rigs
2013-08-25 11:32:02,vc funding
2013-08-25 11:32:02,fpga products
2013-08-25 11:38:10,hashfast shares
2013-08-25 11:38:10,6th miner
2013-08-25 12:46:30,ug802
2013-08-25 12:46:30,picuntu
2013-08-25 12:46:30,little singles
2013-08-25 12:46:30,jalapeno
2013-08-25 12:46:30,corsair pc psu
2013-08-25 12:46:30,psu
2013-08-25 12:48:23,anker usb hub
2013-08-25 12:48:23,usb sticks
2013-08-25 12:48:23,asicminer usb block erupters
2013-08-25 14:08:15,bfl single
2013-08-25 14:08:15,jalapeno
2013-08-25 14:08:15,win7 x64 machine
2013-08-25 14:08:15,block erupters
2013-08-25 14:27:03,7970 cards
2013-08-25 14:27:03,bfl ls
2013-08-25 15:43:48,chips
2013-08-25 15:43:48,not functional dummy chips
2013-08-25 15:43:48,jala
2013-08-25 17:28:16,avalon
2013-08-25 18:51:31,avalon
2013-08-25 18:51:31,btc
2013-08-25 21:29:14,bfl miner
2013-08-25 21:29:14,bfl units
2013-08-25 21:29:14,asic usbs
2013-08-25 21:37:53,fpga
2013-08-25 21:37:53,sc singles
2013-08-25 21:37:53,jalapenos
2013-08-25 22:03:24,jalapeo
2013-08-26 05:07:08,fan
2013-08-26 05:07:08,power supply
2013-08-26 05:07:08,d link hubs
2013-08-26 05:07:08,extra hubs
2013-08-26 05:07:08,pi
2013-08-26 05:07:08,usb fan
2013-08-26 05:07:08,eruptors
2013-08-26 08:12:41,psu
2013-08-26 08:12:41,bfl
2013-08-26 09:59:54,amd 7970
2013-08-26 09:59:54,asic
2013-08-26 09:59:54,gpu
2013-08-26 09:59:54,7970
2013-08-26 09:59:54,bitforce single sc 60gh
2013-08-26 09:59:54,bitforce single fpga
2013-08-26 09:59:54,fpga
2013-08-26 10:23:34,avalon based miner
2013-08-26 10:23:34,pcb
2013-08-26 10:23:34,components
2013-08-26 10:23:34,bfl chips and boards
2013-08-26 10:23:34,k1
2013-08-26 12:16:01,chips
2013-08-26 13:45:57,ps3
2013-08-26 13:45:57,ps2
2013-08-26 13:45:57,server farm
2013-08-26 13:53:29,vr
2013-08-26 13:56:29,cgminer
2013-08-26 13:56:29,bitminter official client
2013-08-26 13:56:29,debian server
2013-08-26 15:45:05,hashfast baby jet 400 gh
2013-08-26 15:45:05,knc miner jupiter 400gh
2013-08-26 15:45:05,bitfury 400 gh kit
2013-08-26 15:45:05,vmc fast hash one 256 gh
2013-08-26 19:05:11,1.15d spartan 6 lx 90 board
2013-08-26 19:05:11,gpu
2013-08-26 19:05:11,ztex 1.15y boards
2013-08-26 19:05:11,power supply
2013-08-26 19:05:11,ztex module
2013-08-27 00:29:34,asicminer blade
2013-08-27 01:17:23,switch
2013-08-27 01:17:23,router
2013-08-27 01:17:23,xover cable
2013-08-27 01:17:23,power supplys
2013-08-27 01:17:23,asic blades
2013-08-27 03:15:32,avalon
2013-08-27 03:15:32,bfl
2013-08-27 05:37:50,tmr 2.2gh/s miner
2013-08-27 06:53:27,avalon batch #3
2013-08-27 07:26:41,knc miners
2013-08-27 07:26:41,5gh/s miner
2013-08-27 09:49:12,avalon asic batch 2
2013-08-27 10:39:20,block erupters
2013-08-27 15:32:09,usb hub
2013-08-27 15:32:09,gpus
2013-08-27 15:32:09,radeon 6770
2013-08-27 15:32:09,pentium d 3.40 dual core
2013-08-27 15:32:09,socket 775 asus board
2013-08-27 17:50:25,hd4650
2013-08-27 17:50:25,cgminer-version
2013-08-27 17:50:25,catalyst 13.4
2013-08-27 17:50:25,hd6770
2013-08-27 17:50:25,agp 4650
2013-08-27 18:09:26,2r2
2013-08-27 18:09:26,erupter blade
2013-08-27 18:22:28,asicminer erupter usb
2013-08-27 19:19:15,jalapeno
2013-08-27 20:21:44,bfgminer 3.1.2
2013-08-27 20:21:44,cm1
2013-08-27 20:21:44,pi
2013-08-27 21:19:54,hashing boards
2013-08-27 21:19:54,jupiter orders
2013-08-27 21:19:54,avalon asic chips
2013-08-27 22:26:32,jalapeno
2013-08-27 22:26:32,batch 2 avalon
2013-08-28 01:06:09,asic blade
2013-08-28 01:06:09,12volts
2013-08-28 05:10:46,30 gh/s bfl miner
2013-08-28 05:12:16,single
2013-08-28 05:20:29,block erupter blade
2013-08-28 09:39:16,h-board 2
2013-08-28 09:46:02,test module with a full set of chips
2013-08-28 09:46:02,avalon asics
2013-08-28 09:46:02,batch 2 chips
2013-08-28 09:46:02,batch 1s
2013-08-28 09:46:02,assembled avalon
2013-08-28 10:28:20,molex (male) connectors
2013-08-28 10:28:20,male pins
2013-08-28 10:28:20,cgminer version 3.3.4
2013-08-28 10:28:20,motherboard
2013-08-28 10:28:20,anker 10 port hub
2013-08-28 10:28:20,usb miner
2013-08-28 10:28:20,molex -> bullet connector
2013-08-28 10:28:20,power supplies
2013-08-28 10:28:20,wall wart
2013-08-28 10:28:20,non anker generic cheap hub
2013-08-28 12:10:42,laptop
2013-08-28 12:10:42,miner
2013-08-28 12:10:42,bfl hardware
2013-08-28 12:29:32,usb miners
2013-08-28 12:44:41,usb miners
2013-08-28 12:44:41,asicminer blade miner
2013-08-28 13:28:25,block erupter
2013-08-28 15:02:16,blade erupter
2013-08-28 15:17:18,psu
2013-08-28 15:17:18,blade miners
2013-08-28 15:17:18,green power connector
2013-08-28 15:17:18,10 amp fuse
2013-08-28 15:35:41,cat5 cables
2013-08-28 15:35:41,netgear 8 port gigabit switch
2013-08-28 15:35:41,fans
2013-08-28 15:35:41,4pin molex connectors
2013-08-28 15:35:41,65 gh/s erupter blade mining rig
2013-08-28 15:35:41,custom build frame
2013-08-28 15:35:41,erupter blades
2013-08-28 15:35:41,ocz 750w modular power supply
2013-08-28 17:04:57,avalon chip
2013-08-28 17:15:12,gpu
2013-08-28 17:15:12,avalon chips
2013-08-28 17:54:54,asicminer erupter usb
2013-08-28 19:01:00,asicminer usb erupter
2013-08-28 19:22:49,asicminer blade
2013-08-28 19:32:58,bitfury chips
2013-08-28 20:20:31,chips
2013-08-28 20:28:39,block erupters
2013-08-28 20:28:39,internet bandwidth
2013-08-28 20:28:39,server
2013-08-28 20:28:39,hubs
2013-08-28 20:28:39,pc
2013-08-28 20:28:39,cgminer
2013-08-28 20:35:19,erupter usb
2013-08-28 20:35:19,hubs
2013-08-28 20:35:19,cables
2013-08-28 21:20:10,bfl 60 gh/s miner
2013-08-28 21:26:15,erupter usb
2013-08-28 22:04:26,erupter usb
2013-08-28 22:26:09,asic usb
2013-08-28 22:26:09,block erupter usb
2013-08-28 23:25:09,asicminer block erupter usbs
2013-08-28 23:34:52,usb block erupters
2013-08-28 23:34:52,rpi
2013-08-28 23:34:52,block erupter usb
2013-08-28 23:34:52,asic miner
2013-08-29 01:08:44,kncminer
2013-08-29 02:19:15,avalon store batch 3
2013-08-29 02:19:15,batch #2 avalon
2013-08-29 02:54:41,asicminer usb block erupter
2013-08-29 04:31:44,usb erupters
2013-08-29 05:13:43,usb miners
2013-08-29 05:13:43,blades
2013-08-29 05:33:38,asicminer erupter usb
2013-08-29 05:56:16,singles
2013-08-29 05:56:16,mini rig sc
2013-08-29 05:56:16,jalapeno
2013-08-29 05:56:16,minirigs
2013-08-29 09:30:20,avalon chip
2013-08-29 09:30:20,bitmine clones
2013-08-29 11:07:18,6 discount sticks
2013-08-29 11:07:18,10 blades
2013-08-29 11:07:18,1 blade
2013-08-29 11:07:18,2 blades
2013-08-29 12:52:44,usb erupters
2013-08-29 12:59:37,btcminer
2013-08-29 12:59:37,bfgminer
2013-08-29 12:59:37,cgminer
2013-08-29 12:59:37,win usb
2013-08-29 12:59:37,ztex quad fpga 1.15y
2013-08-29 14:45:50,60 gh
2013-08-29 14:45:50,50k
2013-08-29 14:45:50,25k
2013-08-29 15:24:19,semptron 145 single core
2013-08-29 15:24:19,miners
2013-08-29 15:24:19,msi ab
2013-08-29 15:24:19,graphics cards
2013-08-29 15:24:19,pc
2013-08-29 15:24:19,cgminer
2013-08-29 16:19:54,asicminer erupter usb
2013-08-29 19:02:19,single mini
2013-08-29 19:02:19,jalapeno
2013-08-29 20:01:54,asicminer erupter usb
2013-08-29 20:27:27,asicminer erupter usb
2013-08-29 21:39:13,asicminer erupter usb
2013-08-29 22:20:38,850w psu
2013-08-29 22:20:38,corsair power supplies
2013-08-29 23:17:58,avalon
2013-08-30 00:19:57,avalon store batch 3 miner
2013-08-30 00:36:32,asicminer erupter usb
2013-08-30 03:12:16,asicminer erupter usb
2013-08-30 04:12:36,"antec 1200w ""powercache"" psu"
2013-08-30 04:12:36,avalon pdu pcbs
2013-08-30 08:59:21,gpu
2013-08-30 12:55:37,asicminer erupter usb
2013-08-30 13:10:33,new usb miner
2013-08-30 13:15:22,asicminer erupter usb
2013-08-30 14:05:34,2-port hub
2013-08-30 14:05:34,usb port
2013-08-30 14:05:34,silicon labs cp210x usb to uart bridge
2013-08-30 14:05:34,monitor
2013-08-30 14:05:34,cp2102 usb to uart bridge controller
2013-08-30 14:05:34,pc
2013-08-30 14:05:34,powered hubs
2013-08-30 16:49:40,machete
2013-08-30 16:49:40,units
2013-08-30 16:49:40,asicminer usb block erupters
2013-08-30 16:49:40,miners
2013-08-30 16:52:19,virtual machine
2013-08-30 17:23:33,asicminer blade
2013-08-30 17:23:33,pvc frame
2013-08-30 18:00:04,asicminer erupter usb
2013-08-30 18:28:03,single sc asic miner
2013-08-30 18:46:29,asicminer erupter usb
2013-08-30 19:26:31,asicminer erupter usb
2013-08-30 20:17:05,automatic dividend payment software
2013-08-30 20:17:05,2x50 cable connections
2013-08-30 20:17:05,2 joining apartments
2013-08-30 23:34:53,usb ports
2013-08-30 23:34:53,dns-320
2013-08-30 23:40:34,asics
2013-08-30 23:40:34,fpgas
2013-08-30 23:40:34,gpu farms
2013-08-31 01:46:56,asicminer erupter usb
2013-08-31 02:00:54,old type blades
2013-08-31 02:00:54,usb erupters
2013-08-31 07:00:09,asicminer erupter usb
2013-08-31 14:45:37,7gh/s miner
2013-08-31 14:45:37,miner
2013-08-31 16:09:17,usb miner
2013-08-31 16:09:17,asicminer erupter usb
2013-08-31 17:43:32,modminer quad
2013-08-31 17:43:32,fpga
2013-08-31 17:51:20,asicminer erupter usb gb
2013-08-31 18:39:18,avalon
2013-08-31 18:39:18,hashfast gear
2013-08-31 18:39:18,knc gear
2013-08-31 18:39:18,b3
2013-08-31 18:39:18,b2
2013-08-31 18:39:18,batch #2
2013-08-31 18:39:18,batch #1 unit
2013-08-31 20:39:09,cointerra
2013-08-31 20:39:09,hashfast
2013-08-31 21:12:40,asicminer erupter usb
2013-08-31 22:42:36,block erupter usb
2013-08-31 23:10:11,asicminer erupter usb
2013-09-01 00:08:41,rig
2013-09-01 01:29:03,usb block erupters
2013-09-01 01:29:03,bfgminer
2013-09-01 01:29:03,bitminer
2013-09-01 02:48:40,asicminer block erupters
2013-09-01 02:48:40,usb block eruptors
2013-09-01 04:01:02,usb block erupter
2013-09-01 04:01:02,red miner
2013-09-01 04:04:01,asicminer erupter usb
2013-09-01 04:06:44,3 single order
2013-09-01 11:08:35,20 inch box fan
2013-09-01 11:08:35,2x7950 mining pc
2013-09-01 11:08:35,3x6950 mining pc
2013-09-01 11:08:35,15+ year old microwave
2013-09-01 11:08:35,20 amp breaker
2013-09-01 11:08:35,mini-refrigerator
2013-09-01 11:08:35,window ac units
2013-09-01 11:08:35,kill-a-watt meter
2013-09-01 11:44:55,geforce gt 650m
2013-09-01 11:56:00,bitfury
2013-09-01 11:56:00,jalapeno
2013-09-01 15:17:43,block erupter usb
2013-09-01 15:23:15,asics
2013-09-01 15:23:15,p4/xp rig
2013-09-01 15:23:15,intel t6600 cpu
2013-09-01 15:23:15,bfl single
2013-09-01 15:23:15,bfl jalapeo
2013-09-01 15:23:15,pi
2013-09-01 15:23:15,gpu
2013-09-01 16:10:17,cable modem
2013-09-01 16:10:17,10/100/1000 ethernet switch
2013-09-01 16:10:17,cisco e3500 wireless route
2013-09-01 16:16:20,verizon westell 7500 dsl modem/wireless router combo
2013-09-01 16:16:20,linksys wrt150n
2013-09-01 16:16:20,verizon mi424wr-gen2 router
2013-09-01 16:16:20,router
2013-09-01 16:16:20,block erupter blade
2013-09-01 16:46:10,asicminer erupter usb
2013-09-01 16:49:21,usb erupter
2013-09-01 16:49:21,cp2102 chip
2013-09-01 16:49:21,aoz1021ai 3a synchronous buck regulator
2013-09-01 16:49:21,avr dragon
2013-09-01 16:49:21,bfl jalapeno
2013-09-01 16:49:21,cp2012 boards
2013-09-01 16:50:11,18 miners
2013-09-01 17:12:57,usb asics
2013-09-01 17:12:57,jalapenos
2013-09-01 17:12:57,gpus
2013-09-01 18:49:57,gpus
2013-09-01 20:08:01,asicminer erupter usb gb
2013-09-01 22:06:00,asicminer erupter usb gb
2013-09-01 23:56:27,asic miner
2013-09-01 23:56:27,hashfast
2013-09-02 00:02:28,bitfury
2013-09-02 06:01:49,hashfast babyjet
2013-09-02 06:18:47,waterblock
2013-09-02 06:18:47,msi 7970
2013-09-02 07:01:28,cards
2013-09-02 07:01:28,gpus
2013-09-02 07:01:28,rigs
2013-09-02 12:21:57,central air conditioning units
2013-09-02 12:21:57,portable 12000 btu unit
2013-09-02 12:21:57,dehumidifier
2013-09-02 12:22:44,avalon chip
2013-09-02 13:18:50,kncminer
2013-09-02 15:32:17,amd cypress
2013-09-02 20:10:49,easyminer
2013-09-02 20:10:49,driver
2013-09-02 20:10:49,chips
2013-09-02 20:10:49,single by mail
2013-09-02 20:10:49,ac
2013-09-02 20:10:49,computer
2013-09-02 20:10:49,bfgminer
2013-09-02 20:43:31,bitfury
2013-09-02 20:43:31,avalon
2013-09-02 20:43:31,bfl shares (250 gh/s)
2013-09-02 20:43:31,bitfury starter kit
2013-09-02 21:22:23,asicminer blade
2013-09-02 21:22:23,psu (30a 12v bench supply)
2013-09-03 03:35:07,7950
2013-09-03 03:35:07,bitburner usb miner
2013-09-03 03:35:07,avalon chips
2013-09-03 04:32:56,kncminer jupiter
2013-09-03 12:27:05,block erupter usb
2013-09-03 12:37:54,poundland electrical tape
2013-09-03 12:37:54,perpendicular nut-bolt things
2013-09-03 12:37:54,tape
2013-09-03 12:37:54,v2 mod
2013-09-03 12:37:54,fans
2013-09-03 12:37:54,hashing modules ribbons
2013-09-03 12:37:54,heatsinks
2013-09-03 12:37:54,avalon
2013-09-03 12:37:54,power cables
2013-09-03 12:37:54,pcb surfaces
2013-09-03 14:47:27,cointerra 2 th/s
2013-09-03 15:44:36,jupiter
2013-09-03 17:07:21,asic
2013-09-03 17:07:21,alu heatsinks
2013-09-03 17:07:21,heatsinks
2013-09-03 17:07:21,big inductors
2013-09-03 17:07:21,avalon
2013-09-03 17:07:21,4 module batch 1
2013-09-03 17:07:21,miner
2013-09-03 17:07:21,power meter
2013-09-03 18:19:09,asicminer usb erupter
2013-09-03 19:20:08,pc
2013-09-03 19:20:08,modem
2013-09-03 19:20:08,usb extension
2013-09-03 19:20:08,msi afterburner
2013-09-03 19:20:08,7950
2013-09-03 21:42:14,gpu
2013-09-03 22:00:00,16gh
2013-09-03 22:00:00,fpgas
2013-09-03 22:09:39,psu
2013-09-03 22:28:52,cgminer 3.3.3
2013-09-03 22:28:52,64-bit version of windows 7
2013-09-04 06:00:22,block erupter usb
2013-09-04 09:56:36,samsung gt-i9008
2013-09-04 09:56:36,canon eos 350d
2013-09-04 11:18:30,kncminer pre-orders #15xz 1 saturn
2013-09-04 11:18:30,kncminer pre-orders #15xy 1 jupiter
2013-09-04 11:55:10,avalon
2013-09-04 13:52:17,guiminer
2013-09-04 13:52:17,btcmp.com
2013-09-04 13:57:45,chips
2013-09-04 14:35:52,asicminer usb erupter
2013-09-04 16:38:14,hashfast baby jet miner #7
2013-09-04 16:38:14,miner #4
2013-09-04 16:38:14,laptop
2013-09-04 17:32:18,asicminer erupter usb miner
2013-09-04 19:16:06,avalon
2013-09-04 19:16:06,b3
2013-09-04 19:16:06,b3 with b2/b1 'incompatibility'
2013-09-04 19:16:06,b1 avalon
2013-09-04 19:16:06,b1/b2 avalon
2013-09-04 21:21:45,macminer
2013-09-04 21:21:45,cpu
2013-09-04 21:21:45,gpu
2013-09-04 21:32:20,usps express priority mail international shipping
2013-09-04 21:32:20,asicminer
2013-09-04 21:32:20,new blade miners
2013-09-04 21:42:55,avalon chips
2013-09-04 21:55:39,ati radeon hd 7600g
2013-09-04 21:55:39,a8 processor
2013-09-04 21:55:39,hp model
2013-09-04 22:55:44,usb miners
2013-09-04 22:55:44,usb hub
2013-09-04 23:10:00,hashfast shares
2013-09-05 00:25:35,block erupter usb
2013-09-05 00:27:21,ztex 1.15y
2013-09-05 00:49:09,block erupter usb
2013-09-05 05:06:47,graphics card
2013-09-05 05:06:47,cgminer
2013-09-05 05:06:47,bfgminer
2013-09-05 05:06:47,guiminer
2013-09-05 05:06:47,block erupters
2013-09-05 05:41:21,smartphones
2013-09-05 06:56:48,heatsink
2013-09-05 06:56:48,fan
2013-09-05 06:56:48,a/c
2013-09-05 06:56:48,avr dragon
2013-09-05 06:56:48,jalapeno
2013-09-05 07:34:54,red and black usbs
2013-09-05 07:34:54,block erupters
