row_index,hardware_name,hardware_index
1317,Bitmain PSU,unknown
1319,S9,115
1320,500 watt power supply,unknown
1321,S5,127
1322,S7,126
1323,Hashboard,unknown
1325,antminer,unknown
1326,Avalon 6 Miner,unknown
1327,control board,unknown
1328,rpi 3,unknown
1329,miner,unknown
1331,Antminer s9,115
1333,ASIC miner,unknown
1334,S9,115
1335,T9,118
1336,S9,115
1337,AC,unknown
1338,flex hose,unknown
1341,antminer,unknown
1342,PSU,unknown
1343,S9s,115
1345,ASICs,unknown
1346,antMiner S7,126
1348,R9 Nitro 380,unknown
1349,S7,126
1350,380,unknown
1351,Cisco certified products,unknown
1352,switches,unknown
1353,280x,unknown
1354,Ebit E10,108
1357,hashboards,unknown
1358,Avalons,unknown
1359,Titans,unknown
1360,power supply,unknown
1361,ethernet connection,unknown
1363,chip,unknown
1364,Bitmain.com,unknown
1365,Antminer S9,115
1366,heatsink,unknown
1367,T1,104
1368,B3,82
1369,Antminer S9,115
1370,APW3++,unknown
1371,Fan,unknown
1372,S7,126
1373,Avalon,unknown
1374,BE Array,unknown
1375,S9,115
1376,BTC.com Tools,unknown
1377,Chips,unknown
1378,PCB,unknown
1379,Square D whole house suppressor,unknown
1380,whole house protector,unknown
1381,EVGA gold PSU,unknown
1382,old surge protectors,unknown
1383,Monster green power surge protectors,unknown
1384,ethernet over power adapters,unknown
1386,Capacitors,unknown
1387,Fan,unknown
1388,Xilinx SoC Card,unknown
1389,Bitmain Miner Controller,unknown
1390,21 Bitcoin Mining Computer,unknown
1391,antminer s9,115
1392,bitmain firmware,unknown
1393,asics,unknown
1394,S9 Antminer,115
1396,air compressor,unknown
1397,25 miners,unknown
1398,HVAC system,unknown
1399,decibel meter,unknown
1400,insulated ducting,unknown
1401,"8"" insulated ducting",unknown
1402,s9,115
1403,RC batteries,unknown
1404,S9,115
1405,S7,126
1406,Antminer s9i,100
1407,3d printed shrouds,unknown
1408,Antminers,unknown
1409,30 amp breaker,unknown
1410,Ethernet,unknown
1411,AntMiner S3,128
1412,Antminer V9,106
1413,Chrome,unknown
1414,S9,115
1415,Bitmain,unknown
1416,T1,104
1418,3-phase 150kVA Transformer,unknown
1419,240V 400A disconnect,unknown
1420,240V 400A power distribution panel,unknown
1421,Antminer S9,115
1422,AntMiner S9,115
1423,Official BITMAIN PSU,unknown
1424,APW3++,unknown
1426,antminer s9,115
1427,hashing boards,unknown
1428,2pacs,unknown
1429,nano bit fury,unknown
1430,Lenovo tablet,unknown
1431,5V 3 Amp power adapter,unknown
1432,GSD blades,unknown
1433,Raspberry Pi,unknown
1434,rock miners,unknown
1435,GAW miner,unknown
1436,USB power meter stick,unknown
1437,S9,115
1438,ANTMINER S5,127
1439,Thermal paste,unknown
1440,Blades,unknown
1441,Control board,unknown
1442,Antminer S3,128
1443,PSU,unknown
1444,S9 miners,115
1445,s9i,100
1446,T9,118
1447,s9,115
1448,S9i miners,100
1449,knc miner Neptune,unknown
1451,Terminus R808,unknown
1452,56Th clothes dryer,unknown
1453,4 units,unknown
1456,onephase speedcotroller,unknown
1458,eggcrate foam,unknown
1459,AC,unknown
1460,Antminer S9,115
1462,s9,115
1463,Avalon 841,103
1464,RasPi PSU wall warts,unknown
1465,AUC dongle,unknown
1466,Avalon 821,107
1467,L3+,unknown
1468,Liquid Cooling Box,unknown
1469,S9i,100
1470,s9,115
1473,board,unknown
1474,chip,unknown
1475,ANTMINER S9,115
1476,s9 miner,115
1477,delta/wye step down xmfrs,unknown
1478,480V main panel,unknown
1480,distribution breaker panels,unknown
1481,S9,115
1482,bitmain,unknown
1483,innosilcion,unknown
1484,QFR1212GHE-SP01,unknown
1486,fuse Panel,unknown
1487,dual 20 amp outlet,unknown
1488,12-2 wire,unknown
1489,antminers,unknown
1490,LCD display,unknown
1491,Avalon 741s,121
1492,space heaters,unknown
1493,Antminer S7,126
1494,EVGA G2 1600W,unknown
1495,hashboard,unknown
1496,S9,115
1497,Avalon 741,121
1498,Avalon A7xx,unknown
1499,Antminer T9+,110
1500,Avalon,unknown
1501,RX 480,unknown
1502,heatsinks,unknown
1503,antminer s9,115
1505,821s,107
1506,841s,103
1507,PSU AWP3++ Power Supply,unknown
1508,Antminer S9,115
1509,S9 13.0ths,115
1510,EVGA 1600w,unknown
1511,Delta 2400 watt,unknown
1512,Corsair ax1500i,unknown
1513,Avalon 841,103
1514,Sorcerer,unknown
1515,HP 2450 watt,unknown
1517,s9,115
1518,S9,115
1519,PSUs,unknown
1520,CT92324,unknown
1521,M3s,113
1522,"12,000btu ac unit",unknown
1523,Antminer T9,118
1524,"chains 4, 13, and 14",unknown
1525,APW3++,unknown
1526,T1,104
1527,sorcerer,unknown
1528,APW3++,unknown
1529,Soccerer,unknown
1530,Antminer E3,unknown
1531,Antminer X3,unknown
1532,Antminer L3,unknown
1533,Antminer Z9,unknown
1534,Antminer A3,unknown
1535,Antminer D3,unknown
1536,Antminer B3,unknown
1537,Bitmain,unknown
1538,spares,unknown
1540,S9s,115
1543,PTAC,unknown
1545,Activated carbon filters,unknown
1546,PSUs,unknown
1547,"3/8"" plywood",unknown
1548,2x4's,unknown
1550,Louvers,unknown
1551,S9,115
1552,bitmain power supply,unknown
1553,Antminer S9,115
1555,miner,unknown
1558,Antminer S9,115
1559,miner,unknown
1560,PSU,unknown
1561,Antminer S5,127
1562,S9i 14TH/s Antminers,100
1563,shelving system,unknown
1564,electricity outlet distribution,unknown
1565,electricity distribution box,unknown
1566,160 ASIC crypto mining container,unknown
1567,base model air filters,unknown
1568,auto freq firmware,unknown
1569,S9,115
1570,antminer s9,115
1571,S9,115
1572,S9,115
1573,S9,115
1574,S9,115
1575,S9,115
1576,S9,115
1577,S9,115
1578,S9,115
1579,S9,115
1580,S9,115
1581,S9,115
1582,S9,115
1583,S9,115
1584,S9,115
1585,Spondoolies SP20,unknown
1586,ASICs,unknown
1589,Raspberry Pi,unknown
1591,psus,unknown
1593,psus,unknown
1595,psus,unknown
1596,PSU's,unknown
1598,PSU,unknown
1600,S9 antminers,115
1601,racks,unknown
1603,PDU,unknown
1604,wireless access points,unknown
1605,Bose Quiet Comfort 35,unknown
1606,Antminer S7,126
1607,water cooling blocks,unknown
1608,base,unknown
1609,200amp meter,unknown
1610,psus,unknown
1611,miners,unknown
1613,S5,127
1614,unknown,unknown
1615,Antminer S5,127
1616,unknown,unknown
1617,unknown,unknown
1618,Antminer S7,126
1621,unknown,unknown
1622,unknown,unknown
1623,DragonMint T1,104
1624,GMO miner B3,82
1625,unknown,unknown
1626,Antminer T9,118
1627,Antminer S9,115
1628,Antminer S9,115
1630,unknown,unknown
1631,unknown,unknown
1632,unknown,unknown
1633,unknown,unknown
1635,Ebit E9 miner,87
1636,Bitmain S9 unit,115
1637,unknown,unknown
1638,unknown,unknown
1639,unknown,unknown
1640,unknown,unknown
1641,unknown,unknown
1642,unknown,unknown
1643,Antminer S9,115
1644,Bitmain PSU,unknown
1645,AvalonMiner 841,103
1646,unknown,unknown
1647,Dragonmint T1,104
1648,Antminer S9,115
1650,unknown,unknown
1652,Antminer S9,115
1653,Antminer V9,106
1654,Antminer S9/S9i,115
1655,unknown,unknown
1656,Antminer S9i,100
1657,unknown,unknown
1658,Antminer S9,115
1659,unknown,unknown
1660,Bitmain PSU,unknown
1661,Antminer S9,115
1662,Antminer T9+,110
1663,Antminer S9,115
1664,unknown,unknown
1665,unknown,unknown
1666,unknown,unknown
1667,unknown,unknown
1668,Antminer S9,115
1669,unknown,unknown
1670,unknown,unknown
1671,unknown,unknown
1672,Antminer S9,115
1673,unknown,unknown
1674,Antminer A3,unknown
1675,unknown,unknown
1676,Antminer S7,126
1677,unknown,unknown
1678,unknown,unknown
1679,unknown,unknown
1680,Antminer S9,115
1683,unknown,unknown
1684,Antminer S9,115
1685,Antminer S9,115
1686,Whatsminer M3,113
1687,Whatsminer M3X,105
1688,Antminer A3,unknown
1689,unknown,unknown
1690,unknown,unknown
1691,unknown,unknown
1692,unknown,unknown
1693,unknown,unknown
1694,Antminer S9,115
1696,AvalonMiner 841,103
1697,s9 antminers,115
1699,unknown,unknown
1700,Antminer S9,115
1701,unknown,unknown
1702,unknown,unknown
1703,Avalon Miner 841,103
1704,Bitmain s9,115
1705,Antminer S9,115
1706,AvalonMiner 821,107
1707,unknown,unknown
1708,Antminer s9i,100
1709,unknown,unknown
1710,unknown,unknown
1711,unknown,unknown
1712,Antminer S9,115
1713,Bitmain PSUs,unknown
1714,unknown,unknown
1715,Bitmain,unknown
1716,unknown,unknown
1717,Antminer S9,115
1718,Canaan,unknown
1719,Avalon 821,107
1720,unknown,unknown
1721,unknown,unknown
1722,Antminer T9+,110
1723,Antminer S9,115
1724,usb miner,unknown
1725,GekkoScience 2Pac BM1384 Stickminer,unknown
1727,voltage step up converter,unknown
1728,IO board,unknown
1729,Antminer S7,124
1730,cameras,unknown
1731,60 amp 3 phase receptacles,unknown
1732,smart meter,unknown
1733,personal machine,unknown
1734,Dryer,unknown
1735,computer hardware,unknown
1736,Miners,unknown
1737,Nodes,unknown
1738,Innosilicon T2Turbo 24th model,unknown
1739,Innosilicon T2Turbo,unknown
1740,Antminer S9,115
1741,S9,115
1742,Antminer S9,115
1743,control board,unknown
1744,Avalon 841s,unknown
1745,PC,unknown
1747,wireless adapter,unknown
1750,NIDEC UltraFlo W12E12BS11B5-57,unknown
1751,Antminer S9,115
1752,NIDEC UltraFlo W12E12BS11B5-07,unknown
1753,Avalon 841,103
1754,S9,115
1756,PDU,unknown
1757,analog single phase electricity meter,unknown
1758,15(60)Amp,unknown
1759,APW3++,unknown
1760,Avalon 841,103
1761,S9,115
1762,antminer s9,115
1763,roof panels,unknown
1764,Core Duo,unknown
1765,Core node,unknown
1766,Solo CPU miner,unknown
1767,Hotmine X6,unknown
1768,antminer s9j,unknown
1769,Antminer S9,115
1771,Bitmain APW 3++,unknown
1773,L3,unknown
1774,D3,unknown
1775,S9 miners,115
1776,200 miners,unknown
1777,gpu farm,unknown
1778,cooling pad,unknown
1779,T9,118
1780,S9i,unknown
1781,S9,115
1782,Titan,unknown
1783,KNC Jupiter 550gh,unknown
1784,GekkoScience Compac BM1384 Stickminer,unknown
1785,Antminer S9,115
1788,S9,115
1789,antminer S9,115
1790,hashing board,unknown
1791,antminer s9,115
1792,Antminer S9,115
1793,server room,unknown
1794,220v connections,unknown
1795,bandwidth,unknown
1796,S9,115
1797,circuit breaker,unknown
1798,natural gas gen-sets,unknown
1799,Bitfury V1.2 H-Cards,unknown
1800,M-cards,unknown
1801,AvalonMiner 851,unknown
1802,16nm ASIC chip,unknown
1803,A3210M,unknown
1804,XFX Radeon 6770,unknown
1806,6850,unknown
1807,XFX HD6870,unknown
1808,Asus 5450,unknown
1809,CPU,unknown
1810,S9,115
1811,DragonMint T1,104
1812,S9,115
1813,400A panel,unknown
1814,meters,unknown
1815,PSU,unknown
1816,LKETC miners,unknown
1818,Hashboard,unknown
1820,t9,118
1821,Bitmain Antminer T9+,110
1822,S9,115
1823,Meter Box,unknown
1824,Distribution Board,unknown
1825,Wiring,unknown
1826,240v Supply,unknown
1827,Miners,unknown
1828,APW3++ PSU,unknown
1829,miner B,unknown
1830,Antminer S9,115
1831,Antminer R4,122
1832,Room,unknown
1833,HashBoard,unknown
1834,T9+,110
1835,L3+/++,unknown
1836,Antminer S9,115
1837,hashboard,unknown
1838,Antminer T9+,110
1839,USB to Ethernet adapter,unknown
1840,Antminer S9i,100
1841,Antminer S9,115
1842,Thermaltake 750W PSU,unknown
1844,EVGA Power supplies,unknown
1845,miner,unknown
1846,hashboard,unknown
1848,S9i,100
1849,antminer,unknown
1850,S9,115
1851,L3+,unknown
1852,s9,115
1853,avalon 741,121
1854,rasp pi,unknown
1855,AUC dongle,unknown
1856,asicboost,unknown
1857,S9,115
1858,CNC Machine,unknown
1859,Antminer S9,115
1860,Antminer S9,115
1861,Antminer T9+,110
1863,PCI-E connections,unknown
1864,asicChain[J4],unknown
1867,Antminer S9,115
1868,1500W PSU,unknown
1869,Bitmain AntMiner S2,unknown
1870,Bitmain Antminer C1,unknown
1871,PSU,unknown
1872,S9,115
1874,power supplies,unknown
1875,oil cooler,unknown
1876,controlboard,unknown
1877,S9,115
1878,Avalon,unknown
1880,notlist3d,unknown
1881,Mikestang,unknown
1882,GekkoScience Compac,unknown
1883,S9 machine,115
1884,hashboard,unknown
1885,S9j-14T,29
1886,Avalon 741,121
1888,raspberry pi 2 b,unknown
1889,auc3 converter,unknown
1890,raspberry pi 3 b+,unknown
1891,HP power supply,unknown
1892,Avalon 741,121
1893,S9,115
1894,SD,unknown
1895,PSU,unknown
1896,Xilinx board,unknown
1897,Antminer S9,115
1898,asicboost,unknown
1899,jumper,unknown
1902,Avalon 741,121
1903,main power supplies,unknown
1904,HP server 1200,unknown
1905,750 watt PSUs,unknown
1906,2450w psus,unknown
1907,Windows 10,unknown
1908,Windows 8,unknown
1909,Windows 7,unknown
1910,Windows Vista,unknown
1911,MinerStats V0.3,unknown
1912,L3++,unknown
1913,S9,115
1914,asics,unknown
1915,psus,unknown
1918,D3,unknown
1919,L3,unknown
1920,S9,115
1922,S7,123
1923,control board,unknown
1925,asic boards,unknown
1926,Antminer s9,115
1927,Antminer S9,115
1928,Antminer S5,127
1929,S9,115
1930,L3++,unknown
1931,L3+,unknown
1932,DR3,unknown
1933,netgear LB2120 3G/LTE modem,unknown
1934,laptop,unknown
1936,L3++,unknown
1937,L3+,unknown
1938,control board,unknown
1939,microsd card,unknown
1940,EVGA,unknown
1941,821,107
1942,splitter,unknown
1943,PSU,unknown
1944,GPU cases,unknown
1945,Antminer S9,115
1948,hashboard,unknown
1949,2kw PSU,unknown
1950,ASICs,unknown
1951,Antminer S7,126
1952,Bitmain Power Supply Unit,unknown
1953,Antminer S7,126
1954,APW3-1600 watt power supply,unknown
1955,Antminer S1,unknown
1956,Antminer S5,127
1957,Antminer S3,128
1958,miner,unknown
1959,Antminer S9,115
1960,AvalonMiner 821,107
1961,HashNest,unknown
1962,Antminer T9+,110
1963,S9-S9i,unknown
1965,T9+ Miner,110
1966,hashboard,unknown
1967,APW3 PSU,unknown
1968,Antminer D3,unknown
1969,Antminer S9,115
1970,Avalon 6,unknown
1971,Antminer S9i,100
1972,Antminer S9j,94
1973,Antminer S9,115
1974,s9 13.5,unknown
1975,kano,unknown
1976,Antminer T9,118
1977,miners,unknown
1979,AvalonMiner 741,121
1980,mac computer,unknown
1981,Antminer T15,unknown
1982,Antminer T9+,110
1983,AvalonMiner 741s,121
1984,220V (double throw) 20A breaker,unknown
1985,stove,unknown
1986,wires,unknown
1987,junction box,unknown
1989,wires,unknown
1990,dryer,unknown
1992,mini-rig,unknown
1993,jaly,unknown
1995,T9+,110
1997,DHCP server,unknown
1998,R7000,unknown
1999,T9+,110
2000,meter,unknown
2001,second hand miner,unknown
2002,fridge,unknown
2003,PC's psu,unknown
2004,gpu,unknown
2005,antminer s9,115
2006,s9 refurbish,unknown
2007,NETGEAR N300 WiFi Range Extender (EX2700),unknown
2008,Avalon 741,121
2009,USB wifi dongle,unknown
2010,antminer T9+,110
2011,Antminer S9,115
2012,1600W bitmain stock,unknown
2013,ASIC,unknown
2014,Antminer D3,unknown
2015,Control Board,unknown
2016,Antminer D3,unknown
2017,Antminer L3+,unknown
2018,antminer T9+,110
2019,cgminer,unknown
2020,miner,unknown
2022,Bitmain S3+,unknown
2023,reset button,unknown
2024,hashboard,unknown
2025,PSU,unknown
2026,Antminer D3s,unknown
2028,APw3++,unknown
2031,Antminer S9,115
2032,Bitmain Antminer T9+ 10.5,110
2033,APW3++ power supply,unknown
2034,110V circuit,unknown
2035,whatsminr m3x,105
2036,asic,unknown
2038,Antminer L3+,unknown
2039,PSU,unknown
2040,T9+,110
2041,Antminer T9,118
2042,S9 hashBoard_V4.21,unknown
2043,Nov 2018 file dates,unknown
2044,Nov 2017 autofreq,unknown
2045,ASICBoosted S9i,unknown
2046,ASICBoosted S9,unknown
2047,hash board,unknown
2048,Antminer T9,118
2049,Avalon 741,121
2050,Antminer S7LN,unknown
2051,power supplies,unknown
2052,Avalon 741,121
2054,psu,unknown
2055,Avalon 6,unknown
2056,S9 Hydro,unknown
2057,S9H001,unknown
2058,Antminer E3,unknown
2059,S9H002,unknown
2060,Antminer S9j,94
2061,14TH S9,unknown
2062,T9+,110
2063,Antminer T9,118
2064,Antminer S9i,100
2065,Antminer R4,122
2066,Antminer S9,115
2067,smart plugs,unknown
2068,S9 firmware,unknown
2069,S9,115
2070,inno d9,unknown
2072,t9's,118
2073,S9's,115
2076,panel,unknown
2077,50000 btu ac,unknown
2078,DragonMint T1,104
2079,Myrig,unknown
2080,A6 units,unknown
2081,Bitmain,unknown
2082,Antminer s9,115
2083,S9,115
2085,laptop,unknown
2088,PSU,unknown
2089,miner,unknown
2090,sim card,unknown
2092,Avalon 741,121
2094,Z9,unknown
2095,Antminer S9i,100
2096,sheet metal roof,unknown
2097,fish tanks,unknown
2098,antminer s9,115
2100,Bitmain,unknown
2101,hashboard,unknown
2102,PSU,unknown
2103,M10,89
2104,Gekkoscience usb miner,unknown
2105,raspberry pi 3b+,unknown
2106,Gekkoscience 2Pac,unknown
2107,gekko,unknown
2108,Raspi zero w,unknown
2109,gekko 2pac,unknown
2110,AwesomeMiner,unknown
2111,s9,115
2112,S9,115
2114,power supply,unknown
2116,Antminer S9,115
2117,Antminer S2,unknown
2118,Antminer S3,128
2119,Antminer S4,unknown
2120,Antminer S5,127
2121,Antminer S7,126
2122,APW7 psu,unknown
2123,antminer s9,115
2124,M10,89
2125,T2T,unknown
2126,841,103
2127,S11,81
2128,power supply,unknown
2129,Antminer C1,unknown
2130,bitcoin core,unknown
2131,cgminer,unknown
2132,miner,unknown
2133,PCB traces,unknown
2135,grills,unknown
2136,hashboards,unknown
2137,Antminer S9j,94
2138,Fan6,unknown
2139,Fan3,unknown
2140,s9,115
2141,s9,115
2142,Raspberry Pi,unknown
2143,Avalon 841,103
2144,Machine,unknown
2145,Avalon 851,unknown
2146,PSU,unknown
2147,S9,115
2148,PC,unknown
2151,Dragonmint T1,104
2152,ASIC,unknown
2153,Antminer,unknown
2154,hash board,unknown
2155,AC,unknown
2156,PC,unknown
2157,Ethernet adapter,unknown
2158,Windows OS,unknown
2159,M3x,105
2160,laptop,unknown
2162,Solar panels,unknown
2163,Wind turbine,unknown
2164,Tesla Powerwall 2,unknown
2165,L620P,unknown
2166,miner,unknown
2167,12704 60w TEC,unknown
2168,heatpipe AMD cooler,unknown
2169,40x40mm copper plates,unknown
2170,5A 12v charger,unknown
2171,5v 4A,unknown
2174,APW3++,unknown
2175,SD Card,unknown
2176,Bitmain Firmware,unknown
2177,Antminer S9,115
2178,Halong mining Dragonmint T1,104
2179,GPU,unknown
2180,Antminer,unknown
2182,antminer s9,115
2183,Antminer D3,unknown
2184,miner,unknown
2185,AvalonMiner 711,unknown
2186,AvalonMiner 721,unknown
2187,AUC3,unknown
2188,A6,unknown
2189,AvalonMiner 711,unknown
2190,chrome browser,unknown
2191,windows 10,unknown
2193,Moth,unknown
2194,BF0050G,unknown
2196,GPU,unknown
2197,ASIC,unknown
2198,Antminer S9,115
2199,C5_IO_Board_V1.3,unknown
2200,Antminer S9,115
2201,web GUI,unknown
2202,NAND,unknown
2203,jumper,unknown
2204,hashboard,unknown
2206,Antminer S9i,100
2207,Avalonminers,unknown
2208,PSU,unknown
2209,ltc Apollos,unknown
2210,NewPac,unknown
2211,AvalonMiner 851,unknown
2212,Raspberry Pi,unknown
2213,AvalonMiner 841,103
2214,Antminer S11,81
2215,S9 antminer,115
2216,gpu rigs,unknown
2217,other antminers,unknown
2218,hash board,unknown
2219,remote power control system,unknown
2220,multimeter,unknown
2221,APW3++ PSU,unknown
2222,APW7,unknown
2223,voltage regulators,unknown
2225,Antminer S9,115
2226,Mac OS Sierra,unknown
2227,NewPac,unknown
2228,2pacs,unknown
2229,Antminer S9,115
2230,wire shelf,unknown
2231,Antminer S9i,100
2232,Antminer T9,118
2233,6" flexible duct,unknown
2235,insulated duct,unknown
2236,RigBro,unknown
2237,Dragonmint T1,104
2238,wood,unknown
2239,internal LAN,unknown
2242,PSU,unknown
2243,Asic boards,unknown
2245,S9 miner,115
2246,T9+ hash board,unknown
2247,4 741's,unknown
2249,power supply,unknown
2250,Antminer S9i,100
2252,Antminer S7,126
2253,Windows,unknown
2254,Antminer A3,unknown
2255,miners,unknown
2256,PSU,unknown
2257,PIs,unknown
2258,MM,unknown
2259,Avalon 841s,unknown
2260,PCIe connectors,unknown
2261,PSU,unknown
2262,Antminer S9,115
2264,internet connection,unknown
2265,psu,unknown
2267,Ebang Ebit E10,108
2268,M3,unknown
2269,sidehack r606,unknown
2270,pac sticks,unknown
2271,Antminer S17,74
2272,Antminer S9,115
2273,Antminer S9,115
2274,Antminer S9,115
2275,Antminer S9,115
2277,Bitmain,unknown
2278,Antminer S9j,37
2279,Antminer S9,115
2280,Antminer T9+,110
2281,control board,unknown
2283,Halong T-1,unknown
2284,T-1m,unknown
2285,A4,unknown
2286,Bitfily Snow Panther B1+,93
2287,M3,unknown
2288,M10,unknown
2289,GekkoScience R606,unknown
2291,Antminer S9j,37
2292,apw 3++,unknown
2293,GPU rig,unknown
2294,Antminer S9,115
2295,Antminer S9J,unknown
2296,Antminer S9,115
2297,Antminer S9,115
2298,sd cards,unknown
2299,Butterfly Labs 700Gh miners,unknown
2300,Antminers,unknown
2301,S3,unknown
2302,PSUs,unknown
2303,control board,unknown
2304,45 chip board,unknown
2305,54 chip board,unknown
2306,s5+,unknown
2307,851,unknown
2308,S9,115
2309,control board,unknown
2310,Bitfily B1+,93
2311,psu,unknown
2312,3B,unknown
2313,Avalon 921,88
2314,AUC3,unknown
2315,2B,unknown
2316,miner,unknown
2317,S9 antminer,115
2318,IPreporter/Reset button,unknown
2319,miner's temp,unknown
2320,motherboard,unknown
2321,antminer,unknown
2322,Titans,unknown
2323,asics,unknown
2324,45 chip boards,unknown
2325,psu,unknown
2326,APW3++,unknown
2327,s5+ control boards,unknown
2328,54 chip boards,unknown
2329,miners,unknown
2331,Antminer T9+,110
2332,miner,unknown
2333,Raspberry Pi 3 Model B Rev 1.2,unknown
2335,Avalon 741,121
2336,switch,unknown
2337,Whatsminer M3 v2,unknown
2339,Freight Forwarding company,unknown
2340,s17's s15's t17's and t15's,unknown
2341,memory,unknown
2342,jumper,unknown
2344,Antminer T9+,110
2345,psu,unknown
2346,Antminer S9,115
2347,Antminer s9,115
2348,freezer,unknown
2349,PSU,unknown
2350,S9,115
2351,miner,unknown
2352,Linux,unknown
2353,BMminer,unknown
2354,S9s,115
2356,A841,103
2357,AC unit,unknown
2358,Avalon A921,88
2359,thermal paste,unknown
2360,SDHC card,unknown
2361,S9,115
2362,S7,126
2363,APW3++ power supply,unknown
2364,CMOS oscillator,unknown
2365,Toshiba laptop,unknown
2366,newpak gekko science asic sticks,unknown
2367,XFX P1-850X-XXB9 850W 80+ Bronze Semi Modular,unknown
2368,PCI-E AMD R9 280X 3GB XFX 2xDVI HDMI 2xminiDisplay Port,unknown
2369,"Disk SSD 6,4cm (2,5"") 60GB SATA3 Kingston V300 7mm 450/450MB/s",unknown
2370,"Intel 1155 Celeron G1820 2,7GHz 2MB BoxDDR3 4GB 1600MHz CL8 Single (1x 4GB) Crucial Ballistix Tactical OC s hladilnikom",unknown
2371,Antminer S9,115
2372,S15,unknown
2373,1080ti,unknown
2374,S9j,37
2375,T9+,110
2376,Antminer S9,115
2377,AmityLabs PSU,unknown
2378,Asic miner,unknown
2379,Avalon 741,121
2380,S9s,115
2382,S9 hashboard,unknown
2383,921,88
2384,841,103
2385,T9,118
2386,S9,115
2387,S9s,115
2388,Avalon 741s,121
2389,hash boards,unknown
2390,Antminer S9,115
2391,Antminer S15,unknown
2392,S11,81
2393,Antiminer S11,81
2394,internet connection,unknown
2395,S11,81
2396,S9i,100
2397,s9j,37
2398,WHATSMiner M1,unknown
2399,switch,unknown
2401,raspberry pi 3b,unknown
2403,canaan avalonminer 921,88
2404,AUC,unknown
2405,pi,unknown
2406,Canaan AvalonMiner 921,88
2408,unknown,unknown
2409,unknown,unknown
2410,unknown,unknown
2412,unknown,unknown
2413,unknown,unknown
2414,unknown,unknown
2415,Bitmain Antminer S9,115
2416,unknown,unknown
2417,unknown,unknown
2418,Bitmain Antminer S9i,100
2419,unknown,unknown
2420,unknown,unknown
2421,Canaan AvalonMiner 841,103
2422,Bitmain Antminer S9,115
2424,unknown,unknown
2428,unknown,unknown
2429,unknown,unknown
2431,unknown,unknown
2432,unknown,unknown
2433,Bitmain Antminer S9,115
2434,Canaan AvalonMiner 921,88
2435,unknown,unknown
2436,unknown,unknown
2438,unknown,unknown
2440,unknown,unknown
2441,unknown,unknown
2442,unknown,unknown
2444,unknown,unknown
2445,unknown,unknown
2447,unknown,unknown
2448,Bitmain Antminer L3+,unknown
2450,unknown,unknown
2451,unknown,unknown
2452,unknown,unknown
2453,unknown,unknown
2454,unknown,unknown
2455,Bitmain Antminer S9,115
2456,unknown,unknown
2458,unknown,unknown
2459,unknown,unknown
2460,unknown,unknown
2461,Bitmain Antminer T9+,110
2463,Bitmain Antminer S9,115
2464,unknown,unknown
2465,Bitmain Antminer S9,115
2466,Bitmain Antminer S9i,100
2467,unknown,unknown
2468,Bitmain Antminer S9j,94
2469,Bitmain Antminer S9i,100
2471,unknown,unknown
2472,unknown,unknown
2474,Bitmain Antminer S9,115
2475,unknown,unknown
2476,unknown,unknown
2477,unknown,unknown
2478,unknown,unknown
2479,unknown,unknown
2480,Bitmain Antminer S9j,94
2482,unknown,unknown
2483,Innosilicon T2Ts,unknown
2484,unknown,unknown
2485,unknown,unknown
2486,unknown,unknown
2487,Bitmain Antminer D3,unknown
2488,Bitmain Antminer S9,115
2489,unknown,unknown
2492,Bitmain Antminer S9,115
2493,unknown,unknown
2494,unknown,unknown
2495,Bitmain Antminer S9,115
2496,Bitmain Antminer S9j,94
2497,Innosilicon T2T miner,unknown
2498,unknown,unknown
2499,unknown,unknown
2500,Bitmain Antminer S9,115
2501,Bitmain Antminer S9,115
2502,unknown,unknown
2504,unknown,unknown
2506,unknown,unknown
2507,unknown,unknown
2508,unknown,unknown
2509,unknown,unknown
2510,unknown,unknown
2511,Canaan AvalonMiner 841,103
2513,unknown,unknown
2514,unknown,unknown
2515,unknown,unknown
2516,unknown,unknown
2517,Bitmain Antminer S9,115
2518,Bitmain Antminer S9,115
2519,unknown,unknown
2521,Canaan AvalonMiner 741,121
2522,unknown,unknown
2525,unknown,unknown
2526,unknown,unknown
2527,unknown,unknown
2528,unknown,unknown
2529,Bitmain Antminer T17,70
2530,Bitmain Antminer S9,115
2531,Ebang,unknown
2532,Bitmain,unknown
2533,Avalon,unknown
2534,ASIC miner,unknown
2535,ckpool,unknown
2536,libckpool,unknown
2537,kano,unknown
2538,ckdb,unknown
2539,Bitmain's firmware,unknown
2540,switching PDUs,unknown
2541,Antminer S9i,100
2542,s9 hashboard,unknown
2543,M10,89
2544,M20S 65 TH miner,64
2545,PSU,unknown
2546,P11,unknown
2547,P10,unknown
2548,S9,115
2549,PSU,unknown
2551,cpu,unknown
2552,R606,unknown
2553,pac,unknown
2554,GPUs,unknown
2555,psu,unknown
2556,Antminer S9,115
2557,multimeter,unknown
2558,tester,unknown
2559,Bitmain APW7 PSU,unknown
2560,miner,unknown
2561,control board,unknown
2562,Antminer S9,115
2564,root password,unknown
2565,hash board,unknown
2566,BITMAIN AntMiner APW3-12-1600 PSU Series,unknown
2567,Bitmain LPM,unknown
2568,multi million dollar facility,unknown
2569,S9,115
2570,hash board,unknown
2571,Antminer S17,72
2572,Aladdin miners,unknown
2573,clothes dryer,unknown
2574,A/C unit,unknown
2575,panel,unknown
