row_index,hardware_name,hardware_index
1009,inline ethernet surge protector,unknown
1010,server PSUs,unknown
1011,fiber link,unknown
1012,surge arrestor,unknown
1013,APW3,unknown
1014,ATX psu,unknown
1015,Avalon 6,22
1016,Antminer S9,8
1017,HP Server Power Supplies,unknown
1018,Antminer S9,8
1019,BTMine v1 Miner,unknown
1020,Antminer s2,1
1021,Antminer s1,0
1022,Halong Mining DragonMint T1,unknown
1023,Antminer S9,8
1024,Avalon 741,24
1025,Antminer S9,8
1026,Innosilicon T2,unknown
1027,S9,8
1028,BFGMiner,unknown
1029,CGMiner,unknown
1030,CGWatcher 1.4.0,unknown
1031,Antminer S9,8
1032,Antminer S7,7
1033,$5600.00,unknown
1034,S9 Rackmount Self,unknown
1035,Antminer T9,unknown
1036,Antminer S15,unknown
1037,Antminer S9,8
1038,Whatsminer M20S,unknown
1039,S17,unknown
1040,T2,unknown
1041,T30,unknown
1042,T15,unknown
1043,S9k,unknown
1044,S15,unknown
1045,Delta QFR1212GHE,unknown
1046,T9+,unknown
1047,Beagleboard,unknown
1048,Noctua industrialPPC,unknown
1049,Avalon841,unknown
1050,Antminer S9,8
1051,Enermax D.F. Storm,unknown
1052,Antminer M10,unknown
1053,Antminer T15,unknown
1054,Antminer S15,unknown
1055,USB Block Erupter,unknown
1056,BFGMiner 5.5.0,unknown
1057,Antminer T17e,unknown
1058,S17 Pro,unknown
1059,Avalon 841,24
1060,Halong 1600W power supply,unknown
1061,DragonMint T1,unknown
1062,Antminer T17,unknown
1063,Antminer T17+,unknown
1064,M20S,unknown
1065,Avalon A921,unknown
1066,Innosilicon T2T 30T,unknown
1067,AvalonMiner 1041,unknown
1068,s17,unknown
1069,s9,8
1070,s19,unknown
1071,s17,unknown
1072,s9,8
1073,s15,unknown
1074,S9,8
1075,"Antminer S9,S9j,S9i / S9K,S9SE Rackmount Shelf",unknown
1076,PSU,unknown
1077,Antminer S9,8
1078,S17e hash boards,unknown
1079,for unknown price,unknown
1080,Whatsminer,unknown
1081,Antminer s17,unknown
1082,Antminer s9,8
1083,Antminer s19,unknown
1084,NewPac USB miners,unknown
1085,Terminus R606,unknown
1086,Apollo,unknown
1087,S19 Pro,unknown
1088,S9,8
1089,Avalon AUC3 Cable,unknown
1090,Canaan,unknown
1091,Bitmain,unknown
1092,s9 asics,8
1093,s19pro,unknown
1094,t17+,unknown
1095,S17+,unknown
1096,S17,unknown
1097,S17pro,unknown
1098,50th,unknown
1099,s9,8
1100,t17,unknown
1101,53th,unknown
1102,Whatsminer M20s,unknown
1103,Whatsminer M30s,unknown
1104,AvalonMiner 1166 Pro,unknown
1105,ASIC miner,unknown
1106,avalon miner 1166 pro,unknown
1107,PSU t17+ apw9+,unknown
1108,Avalon A7,unknown
1109,Utility tub sink,unknown
1110,s9,8
1111,Avalon 1047,unknown
1112,Black arrow Prospero X1,unknown
1113,Asic S19j Pro,unknown
1114,Antminer S9,8
1115,S9,8
1116,S17 Pro,unknown
1117,Whatsminers,unknown
1118,L3,unknown
1119,Antminer S19,unknown
1120,S17,unknown
1121,S19J Pro 104T,unknown
1122,Avalon A1166 81T,unknown
1123,S17+,unknown
1124,S17,unknown
1125,Canaan Avalon 1246,unknown
1126,Antminer s9,8
1127,cpuminer,unknown
1128,M20s,unknown
1129,A1246,unknown
1130,S17,unknown
1131,Antminer,unknown
1132,Butterfly Labs,unknown
1133,S9,8
1134,S9k,unknown
1135,Compac F,unknown
1136,Apollo BTC,unknown
1137,T17,unknown
1138,Whatsminer,unknown
1139,Ebang Ebit 10.1,unknown
1140,T17,unknown
1141,S19 XP,unknown
1142,T19 Hydro,unknown
1143,741,24
1144,Apollo BTC,unknown
1145,A1066,unknown
1146,A1246 Series,unknown
1147,A1166,unknown
1148,A721,23
1149,821,26
1150,1047,unknown
1151,A10 Series,unknown
1152,A1246 93TH,unknown
1153,1041,unknown
1154,921,unknown
1155,A721,23
1156,841,unknown
1157,A841,unknown
1158,T17+,unknown
1159,S17+,unknown
1160,Antminer U2,10
1161,S19 Pro 100T,unknown
1162,Asics,unknown
1163,BitmainS19pro,unknown
1164,Avalon 821,26
1165,APW9,unknown
1166,APW9+,unknown
1167,tmp541 chip,unknown
1168,S9 13th,8
1169,Antminer S19j Pro,unknown
1170,Gekkoscience Newpac2,unknown
1171,Raspberry Pi 2-3-4,unknown
1172,L3,unknown
1173,Zero W,unknown
1174,S9,8
1175,STORJ node,unknown
1176,Antminer S9,8
1177,HP 750W Server PSU (HSTNS),unknown
1178,Canaan A851,unknown
1179,Antminer S9,8
1180,HP 750W Server PSU (HSTNS),unknown
1181,HP 450W Server PSU,unknown
1182,R4,unknown
1183,HP 450W Server PSU,unknown
1184,T9+,unknown
1185,S19 XP 140TH units,unknown
1186,AMT/Bitmine.ch A1 CoinCraft miner,unknown
1187,Whatsminer,unknown
1188,S17 fiasco,unknown
1189,S19APro 110TH units,unknown
1190,S19 90TH units,unknown
1191,Antminer,unknown
1192,Antminer S 19 XP,unknown
1193,Antminer T15,unknown
1194,Antminer T9,unknown
1195,Compact F USB miner,unknown
1196,Antminer S1,0
1197,Avalon 1166PRO,unknown
1198,Heatbit Heater,unknown
1199,NewPac,unknown
1200,S19s,unknown
1201,S19j/s19jpros,unknown
1202,NM440,unknown
1203,Blockstream ASIC miner,unknown
1204,Antminer S5,5
1205,Linksys EA3500-NP,unknown
1206,CoolTank 75KW,unknown
1207,CoolTank 10KW,unknown
1208,S19,unknown
1209,10kw solar panel system,unknown
1210,Antminer L3+,unknown
1211,Antminer S15,unknown
1212,Goldshell KD2,unknown
1213,bitaxeUltra,unknown
1214,insilicon A11 pro,unknown
1215,Microbt,unknown
1216,Antminer S21,unknown
1211,Antminer S15,unknown
1212,Goldshell KD2,unknown
1213,bitaxeUltra,unknown
1214,insilicon A11 pro,unknown
1215,Microbt,unknown
1216,Antminer S21,unknown
