date,hardware_name,hardware_price
2014-07-08,Antminer S1,$200
2014-07-09,Minion ASIC,unknown price
2014-07-10,B2-30M,2699/2499$
2014-07-10,Dragon 1T bitcoin miner,1799/1599$
2014-07-12,Technobit HEX16A3,209 EUR
2014-07-13,BTCGarden-AM-v1,unknown price
2014-07-18,NEW 1.2T MINER,1275$
2014-07-24,GPU,unknown price
2014-07-24,ASIC,unknown price
2014-07-24,CPU,unknown price
2014-07-26,Antminer S1,0.00735 BTC
2014-08-01,A2,unknown price
2014-08-01,Rock Miner R-Box,unknown price
2014-08-01,Silverfish,unknown price
2014-08-01,Be200 chip,unknown price
2014-08-01,A1,unknown price
2014-08-01,R-Box,unknown price
2014-08-01,Raspberry Pi,unknown price
2014-08-01,Antminer S1,unknown price
2014-08-01,Corsair CX500,unknown price
2014-08-01,RK-BOX,unknown price
2014-08-01,Avalon,unknown price
2014-08-01,Avalon 2 TH,unknown price
2014-08-01,PSU,unknown price
2014-08-01,X Box,unknown price
2014-08-04,Antminer S3,0.2482BTC
2014-08-13,Bitcrane 1.1THs Unit,$1499.99
2014-08-14,Gridseed A1,unknown price
2014-08-18,Bitcrane 1.1THs Unit,$1449.99
2014-08-19,EBM,unknown price
2014-08-19,seasonic 1000 watt PSU,unknown price
2014-08-19,DPS-2000BB 2000W Server PSU Interface Board,unknown price
2014-08-19,ASICMiner Erupter USB,.41 to .55 btc
2014-08-19,ASICMiner Erupter USB,1.01618 ea.
2014-08-19,UPS,unknown price
2014-08-19,BLACK ARROW Bullet Run w Bitfury,$113
2014-08-21,Black Arrow R9-12,unknown price
2014-08-25,AntMiner S1,unknown price
2014-08-25,AntMiner S2,$1745
2014-08-25,AntMiner S3,$975
2014-08-27,ASICMiner Tube,1.04 btc
2014-08-29,Bitmain AntMiner S3+,$349
2014-09-02,Bitmain AntMiner S1,unknown price
2014-09-16,ASICMiner Erupter USB,1.01693878 ea.
2014-09-17,DZ MC GB shares,unknown price
2014-09-17,AntMiner U2 USB STICKS,$0.037-$0.035 unit
2014-09-25,Bitmain AntMiner S3,$399
2014-09-29,DB1000 2TH/s,unknown price
2014-10-01,GRIDSEED Miners,160 usd
2014-10-06,ASICMiner Prisma,1.47 BTC
2014-10-10,Antminer S1 Conversion Kits,unknown price
2014-10-10,Bitfury Bare Chips,unknown price
2014-10-13,ASICMINER TUBE,0.85btc
2014-10-15,Bitcoinrigs.org,unknown price
2014-10-15,Bitmaintech,unknown price
2014-10-15,Alpha Technology,unknown price
2014-10-18,KnC Jupiter,unknown price
2014-10-19,ASICMINER TUBE,0.85btc
2014-10-23,Bitmine CoinCraft A1,unknown price
2014-11-06,Terraminers,unknown price
2014-11-06,KNC,unknown price
2014-11-06,Cointerra,unknown price
2014-11-06,Ant Miners,unknown price
2014-11-06,Spondoolies Tech SP10,unknown price
2014-11-10,Spondoolies Tech SP20,unknown price
2014-11-11,ANTMINER U3,0.155 BTC per unit
2014-11-14,ASICMiner Prisma,1.47 BTC
2014-11-15,ASICMiner Prisma,1.54 BTC
2014-11-20,KNC Neptune,.6 BTC
2014-12-01,Rock miner,unknown price
2014-12-01,Gridseeds,unknown price
2014-12-01,Fury,unknown price
2014-12-01,Ant S1,unknown price
2014-12-18,Lancelot,$500
2014-12-18,Icarus,$160
2014-12-28,usb miner,unknown price
2015-01-08,S-5,unknown price
2015-01-09,AntMiner S3,$6
2015-01-09,Antminer S5,$480
2015-01-12,Gridseed 5 Chip miners,unknown price
2015-01-12,Minera 0.4.0,unknown price
2015-01-13,AntMiner S5,$404 per miner
2015-01-16,R-BOX,unknown price
2015-01-17,Butterfly labs Jalapeo,unknown price
2015-01-20,Antminer S3,unknown price
2015-02-11,Hashblaster,unknown price
2015-02-11,Spondoolies Tech SP35,unknown price
2015-02-13,SP20,unknown price
2015-03-08,evga 1300G2 Supernova,unknown price
2015-03-08,SP120 Corsair Fans,unknown price
2015-03-08,Corsair 750,unknown price
2015-03-19,Ant S3,unknown price
2015-03-19,Antminer S5,unknown price
2015-04-04,hosted antminer S5,390$
2015-05-03,Sfards SF3301,unknown price
2015-05-08,BFL's,unknown price
2015-05-08,Antminer U2,unknown price
2015-05-08,S3+,unknown price
2015-05-08,KNC mercury,unknown price
2015-05-08,S3s,unknown price
2015-05-08,S1,unknown price
2015-05-08,U3,unknown price
2015-05-08,291G,unknown price
2015-05-18,Bitmain S5,$362.50
2015-05-25,BITMAIN ANTMINER U3,unknown price
2015-05-30,1 TH/s Bitmine Rig,$70
2015-06-12,MG Chemical's 0.66 W/mK conductivity silicone heat transfer compound,$18
2015-06-13,TerraMiner,unknown price
2015-07-10,Bitmain C1,unknown price
2015-07-10,S3,unknown price
2015-07-10,S5,unknown price
2015-07-10,U2,unknown price
2015-07-10,Antminer S2,unknown price
2015-07-10,Antminer S1,unknown price
2015-07-10,Antminer S3,$360
2015-07-10,S1,unknown price
2015-07-10,MAT 256Mh,unknown price
2015-07-10,Gridseed G-Black,unknown price
2015-07-10,BTCGarden V2,unknown price
2015-07-10,Bitmine Desk V2,unknown price
2015-07-10,Rbox,unknown price
2015-07-11,Bitmain firmware,unknown price
2015-07-22,S5,unknown price
2015-08-07,Bitman Antminers S5,unknown price
2015-08-07,USB miner,$25
2015-08-07,GPU gear,unknown price
2015-08-07,Bitman Antminers S4,unknown price
2015-08-07,Quad-Spartan 6 LX150 FPGA Board with USB 2,unknown price
2015-08-07,Bitman Antminers S3,unknown price
2015-08-07,USB-FPGA Module 1.15y,unknown price
2015-08-07,SP20,unknown price
2015-08-07,Avalon 4.1,unknown price
2015-08-07,FPGA mining,unknown price
2015-08-07,Genesis Mining,unknown price
2015-08-14,Spondoolies,unknown price
2015-08-14,RoadStress,unknown price
2015-08-16,Antminer U3,unknown price
2015-08-19,Avalon mini,unknown price
2015-09-11,S6,unknown price
2015-09-11,S9,unknown price
2015-09-11,Raspberry Pi,unknown price
2015-09-11,S5+,unknown price
2015-09-11,TpLink Nano,$25
2015-09-11,Avalon 4.1,unknown price
2015-09-11,S4+,unknown price
2015-09-11,AntRouter,unknown price
2015-09-23,Spiceminer's Ant Viewer,unknown price
2015-10-01,Bitshopper.de,unknown price
2015-10-01,GekkoScience Compac,$34.99
2015-10-15,AntRouter R1,.185 BTC
2015-10-26,SIDEHACK STICK,unknown price
2015-11-07,Avalon Nano 3 USB,unknown price
2015-11-11,Antminer USB,unknown price
2015-11-11,Radeon R9 290X,unknown price
2015-11-11,S5,unknown price
2015-11-11,Smart Miner 3.0,unknown price
2015-11-15,S7,unknown price
2015-11-15,BM1384,unknown price
2015-11-15,avalon 4.1,unknown price
2015-11-15,antminer U2,unknown price
2015-11-15,sidehacks compacs,unknown price
2015-11-15,Antminer S5,unknown price
2015-11-15,Innosilicon A2 Terminator,unknown price
2015-11-15,Antminer S7,unknown price
2015-11-20,Prismas,unknown price
2015-11-20,BFL 60,unknown price
2015-11-20,S5,unknown price
2015-11-24,Dragons,unknown price
2015-11-24,S3,unknown price
2015-11-24,Dragon miner,unknown price
2015-11-24,S5,unknown price
2015-11-24,A3,unknown price
2015-11-24,Bitmine Coincraft Desk V2,unknown price
2015-11-24,technobit Hex miners,unknown price
2015-11-24,coincraft A1,unknown price
2015-11-24,A1 miners,unknown price
2015-11-24,Dragon 1.5T,unknown price
2015-11-24,Dragon 1T,unknown price
2015-11-28,21 Bitcoin Computer,$400
2015-12-02,Spondoolies Tech SP 20,unknown price
2015-12-09,Block Erupter 330MH/s,unknown price
2015-12-09,S3,unknown price
2015-12-09,Sidehack Compac,unknown price
2015-12-09,Sidehack Stick,unknown price
2015-12-23,SHA256d,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,Gridseed Dual Asic Round 2,unknown price
2015-12-25,CoincraftDesk,unknown price
2015-12-25,CoincraftDesk,unknown price
2016-01-04,USB miner,unknown price
2016-01-05,Avalon 4.1,0.65
2016-01-14,Antminer S4,unknown price
2016-01-27,Antminer S7,$1369
2016-01-27,Avalon6,$1100
2016-01-27,Antminer S7,$1299
2016-01-28,Prospero X36,unknown price
2016-02-04,The New SHA-256 Asic Miner 14nm B-ELEVEN,$2400
2016-02-05,Avalon ASICs,unknown price
2016-02-05,Bitfury 16nm mining chip,unknown price
2016-02-13,GTX Titan X,unknown price
2016-02-14,SIDEHACK STICK,unknown price
2016-02-26,Antminer S1,unknown price
2016-02-26,Antminer S2,unknown price
2016-03-01,r7 370,unknown price
2016-03-14,ANTMINER S5+,"$2,475"
2016-04-09,Novello Technologies new Mining System Project,$0.3/GH
2016-04-24,S5,unknown price
2016-04-28,ASIC,unknown price
2016-04-28,GPU,unknown price
2016-04-29,Antminer S7,unknown price
2016-05-13,Antminer 2,unknown price
2016-06-18,Antminer S7,unknown price
2016-07-02,Bitmain Antminer S7,unknown price
2016-07-02,Bitmain Antminer S5,unknown price
2016-07-20,S7 miner,unknown price
2016-08-22,Bitmain BM1384,unknown price
2016-09-17,Gridseed,unknown price
2016-10-03,avalon4,unknown price
2016-10-17,Anker 7 port USB Hub,unknown price
2016-10-17,Antminer S5,unknown price
2016-10-17,Raspberry Pi 3,unknown price
2016-10-19,AntMiner U3,unknown price
2016-10-25,Antminer s9,unknown price
2016-10-31,Alienware Area 51,unknown price
2016-11-11,BitFury chips,unknown price
2016-11-11,Antminer s5,unknown price
2016-11-30,Optimizer pcie cables,unknown price
2016-11-30,dps-,unknown price
2016-11-30,server psu,unknown price
2016-11-30,Finksy/J4bberwock pcie cables,unknown price
2016-11-30,2kwatt boards from optimizer,unknown price
2016-11-30,2kwatt boards from finksy/j4bberwock,unknown price
2016-11-30,ITOP pcie cables,unknown price
2016-11-30,atx psu,unknown price
2016-11-30,4kwatt board from finksy/j4bberwock,unknown price
2016-12-10,ANTMINER S2,unknown price
2016-12-10,Antminer S3,unknown price
2016-12-10,Antminer S1,unknown price
2016-12-10,Banana Pi,unknown price
2016-12-10,Antminer S1/S3 Blade,unknown price
2016-12-16,Bitfury,unknown price
2016-12-16,S9,unknown price
2016-12-16,S7,unknown price
2016-12-16,Avalon,unknown price
2016-12-29,Antminer S9,unknown price
2016-12-30,AntMiner S7,unknown price
2017-01-08,Antiminers,unknown price
2017-01-08,gpu rig,unknown price
2017-01-08,S1,unknown price
2017-01-08,s7,unknown price
2017-01-08,s9,unknown price
2017-01-08,1600w PSU,unknown price
2017-01-08,HP 1200,unknown price
2017-01-21,T9,unknown price
2017-01-21,Antminer R4,unknown price
2017-01-27,bitcoin miner s5,unknown price
2017-01-27,usb miner,unknown price
2017-01-27,Avalon nano,unknown price
2017-01-27,old miner,unknown price
2017-01-29,Sidehack 1200,unknown price
2017-01-29,IBM 2880,unknown price
2017-01-29,DPS-2500,unknown price
2017-01-29,DPS-2000,unknown price
2017-01-29,HP 441830-001 1200W DL580 G5 DPS-1200FB A,unknown price
2017-01-29,FSP AURUM PRO 1200W 80+GOLD,unknown price
2017-01-29,Avalon A6,unknown price
2017-01-29,A7,unknown price
2017-01-29,AvalonMiner 721,unknown price
2017-01-31,GUI Miner,unknown price
2017-02-11,BITMAIN ANTMINERS,unknown price
2017-02-20,DIY PCI-e cables,unknown price
2017-03-06,GekkoScience,unknown price
2017-03-11,S9 Board,unknown price
2017-03-11,Antminer S7,unknown price
2017-03-21,S9,$175
2017-03-21,Pandaminer,unknown price
2017-03-22,Block Erupter USB,unknown price
2017-04-07,bm1385 chips,unknown price
2017-04-07,S5 chip,$1.8
2017-04-20,Stud hub from Klintay,$260
2017-05-09,s9s,unknown price
2017-05-23,B1 Avalon,unknown price
2017-05-23,Bitmain Antminers,unknown price
2017-05-23,Bitfury,unknown price
2017-05-29,Bitmain PSU,unknown price
2017-05-29,EVGA1600,$399
2017-05-29,1300W,unknown price
2017-05-29,800W,unknown price
2017-06-08,Cointerra,unknown price
2017-07-05,Antminer S3+,unknown price
2017-07-05,Spondoolies SP20,unknown price
2017-07-05,Antminer S5,unknown price
2017-07-05,Avalon 6,unknown price
2017-07-05,Antminer S9,unknown price
2017-07-05,Antminer S5,$250
2017-07-05,Antminer S7,$400
2017-07-05,Antminer S4,unknown price
2017-07-05,Cointerra Terraminers,unknown price
2017-07-13,i5 6600k,unknown price
2017-07-13,1070GTX,unknown price
2017-07-13,z170 gaming pro,unknown price
2017-07-21,Black Arrow,unknown price
2017-07-21,Butterfly Labs,unknown price
2017-07-21,Spondoolies,unknown price
2017-07-21,Avalon,unknown price
2017-07-21,Bitmain,unknown price
2017-07-21,Bitfury,unknown price
2017-07-21,Canaan Avalon 741,$714
2017-07-21,LKETC Dragon Miner,unknown price
2017-07-29,S9 hashing board,$600.00
2017-08-01,S7,unknown price
2017-08-01,S3+,unknown price
2017-08-21,1TH Dragon miner,$3000
2017-08-25,Antminer S7,unknown price
2017-08-31,Avalons,unknown price
2017-08-31,Futurebit Moonlander,unknown price
2017-08-31,Block Erupters,unknown price
2017-08-31,Gekkoscience 2Pac stick,unknown price
2017-09-02,S9,unknown price
2017-09-02,S9,unknown price
2017-09-06,L3+,unknown price
2017-09-21,Bitmain S9,unknown price
2017-09-27,AntMiner S2,6BTC
2017-10-09,Bitmain Antminer,unknown price
2017-10-22,USB Block Erupter,unknown price
2017-10-22,S9,unknown price
2017-10-25,Avalon 741,unknown price
2017-10-25,S9,unknown price
2017-11-16,Cisco SF200-48,unknown price
2017-11-16,TPlink Switches,unknown price
2017-11-16,Asus router,unknown price
2017-11-16,Netgear FS108,unknown price
2017-11-16,Netgear GS105,unknown price
2017-11-16,Cisco CCNA training guide,unknown price
2017-11-16,Netgear GS108,unknown price
2017-11-29,Antminer S9 controller board,$100 USD
2018-01-11,APW3++,unknown price
2018-01-11,S9,unknown price
2018-01-16,ANTMINER S5,$0.319/GH & 0.51W/GH
2018-01-30,APW3,unknown price
2018-01-30,surge arrestor,unknown price
2018-01-30,fiber link,unknown price
2018-01-30,ATX psu,unknown price
2018-01-30,inline ethernet surge protector,unknown price
2018-01-30,media converter,unknown price
2018-01-30,server PSUs,unknown price
2018-01-30,surge protectors,unknown price
2018-02-05,Avalon 6,unknown price
2018-02-07,Antminer S9,unknown price
2018-02-07,HP Server Power Supplies,unknown price
2018-05-07,Antminer S9,unknown price
2018-05-13,BTMine v1 Miner,2.4BTC
2018-05-14,Antminer s1,unknown price
2018-05-14,Antminer s2,unknown price
2018-05-20,Halong Mining DragonMint T1,unknown price
2018-05-29,Antminer S9,unknown price
2018-07-17,Antminer S9,unknown price
2018-07-17,Avalon 741,unknown price
2018-07-21,Innosilicon T2,$1368
2018-07-25,S9,unknown price
2018-09-04,BFGMiner,unknown price
2018-09-04,CGMiner,unknown price
2018-09-04,CGWatcher 1.4.0,unknown price
2018-09-21,Antminer S9,unknown price
2018-12-07,Antminer S7,unknown price
2018-12-07,$5600.00,unknown price
2018-12-07,S9 Rackmount Self,$3600.00
2019-01-28,Antminer T9,unknown price
2019-03-08,Bitmain Antminer S15,unknown price
2019-04-06,Antminer S9,unknown price
2019-04-15,Whatsminer M20S,unknown price
2019-10-29,S9k,$unknown price
2019-10-29,T15,$600
2019-10-29,S15,$680.00
2019-10-29,T30,$unknown price
2019-10-29,T2,$792
2019-10-29,S17,$unknown price
2019-11-30,T9+,$150
2019-11-30,Beagleboard,unknown price
2019-11-30,Noctua industrialPPC,unknown price
2019-11-30,Avalon841,unknown price
2019-11-30,Antminer S9,unknown price
2019-11-30,Delta QFR1212GHE,unknown price
2019-11-30,Enermax D.F. Storm,unknown price
2019-12-13,Antminer M10,$1156
2019-12-13,Antminer T15,$845
2019-12-13,Antminer S15,$1617
2019-12-26,USB Block Erupter,unknown price
2019-12-26,BFGMiner 5.5.0,unknown price
2020-01-14,Antminer T17e,unknown price
2020-02-22,S17 Pro,unknown price
2020-02-23,Avalon 841,unknown price
2020-03-15,Halong 1600W power supply,unknown price
2020-03-15,DragonMint T1,unknown price
2020-05-20,Antminer T17+,unknown price
2020-05-20,Antminer T17,unknown price
2020-06-05,M20S,unknown price
2020-08-25,Avalon A921,$396
2021-01-03,Innosilicon T2T 30T,unknown price
2021-01-09,AvalonMiner 1041,unknown price
2021-02-18,s17,unknown price
2021-02-18,s9,unknown price
2021-02-22,s15,unknown price
2021-02-22,s9,unknown price
2021-02-22,s17,unknown price
2021-02-22,s19,unknown price
2021-02-26,S9,unknown price
2021-03-10,"Antminer S9,S9j,S9i / S9K,S9SE Rackmount Shelf",unknown price
2021-03-11,PSU,unknown price
2021-03-11,Antminer S9,unknown price
2021-03-13,S17e hash boards,unknown price
2021-03-23,Whatsminer,unknown price
2021-03-23,for unknown price,unknown price
2021-04-11,Antminer s17,unknown price
2021-04-11,Antminer s9,unknown price
2021-04-11,Antminer s19,unknown price
2021-05-12,NewPac USB miners,unknown price
2021-05-12,Terminus R606,unknown price
2021-05-12,Apollo,unknown price
2021-05-12,Bitmain S19 Pro,"$15,000"
2021-05-12,S9,unknown price
2021-05-24,Avalon AUC3 Cable,$10
2021-05-26,Canaan,unknown price
2021-05-26,Bitmain,unknown price
2021-07-05,s9 asics,unknown price
2021-07-05,s19pro,unknown price
2021-07-27,s9,unknown price
2021-07-27,53th,unknown price
2021-07-27,50th,unknown price
2021-07-27,t17,unknown price
2021-07-27,S17,unknown price
2021-07-27,S17+,unknown price
2021-07-27,S17pro,unknown price
2021-07-27,t17+,unknown price
2021-08-29,Whatsminer M20s,unknown price
2021-08-29,Whatsminer M30s,unknown price
2021-09-07,AvalonMiner 1166 Pro,unknown price
2021-09-07,ASIC miner,unknown price
2021-10-04,avalon miner 1166 pro,unknown price
2021-10-08,PSU t17+ apw9+,unknown price
2021-11-06,Avalon A7,$888
2021-11-12,Utility tub sink,$100
2021-11-29,s9,unknown price
2021-12-01,Avalon 1047,unknown price
2021-12-02,Black arrow Prospero X1,unknown price
2021-12-08,Asic S19j Pro,unknown price
2021-12-12,Antminer S9,unknown price
2021-12-14,L3,unknown price
2021-12-14,Antminer S19,unknown price
2021-12-14,Whatsminers,unknown price
2021-12-14,S9,unknown price
2021-12-14,S17 Pro,unknown price
2022-01-04,S17,unknown price
2022-01-04,S19J Pro 104T,unknown price
2022-01-06,Avalon A1166 81T,unknown price
2022-01-18,S17+,unknown price
2022-01-18,S17,unknown price
2022-01-21,Canaan Avalon 1246,unknown price
2022-02-19,M20s,40w/th - 50$/th
2022-02-19,cpuminer,unknown price
2022-02-19,Antminer s9,unknown price
2022-02-25,A1246,unknown price
2022-03-06,S17,unknown price
2022-03-24,Antminer,unknown price
2022-04-20,Butterfly Labs,$500
2022-05-07,S9,unknown price
2022-05-07,S9k,unknown price
2022-05-16,Apollo BTC,unknown price
2022-05-16,Compac F,unknown price
2022-05-22,T17,"$1,000"
2022-07-16,Whatsminer,unknown price
2022-07-22,Ebang Ebit 10.1,unknown price
2022-07-28,T17,unknown price
2022-07-31,S19 XP,unknown price
2022-07-31,T19 Hydro,unknown price
2022-08-03,841,unknown price
2022-08-03,A721,unknown price
2022-08-03,921,unknown price
2022-08-03,1041,unknown price
2022-08-03,A1246 93TH,unknown price
2022-08-03,A10 Series,unknown price
2022-08-03,A841,unknown price
2022-08-03,821,unknown price
2022-08-03,A721,unknown price
2022-08-03,A1166,unknown price
2022-08-03,A1246 Series,unknown price
2022-08-03,A1066,unknown price
2022-08-03,1047,unknown price
2022-08-03,Apollo BTC,unknown price
2022-08-03,741,unknown price
2022-08-22,T17+,unknown price
2022-08-22,S17+,unknown price
2022-09-13,Bitmain Antminer U2,unknown price
2022-10-22,Asics,unknown price
2022-10-22,S19 Pro 100T,unknown price
2022-11-13,BitmainS19pro,4833
2022-11-24,Avalon 821,unknown price
2022-12-05,APW9,unknown price
2022-12-05,APW9+,unknown price
2022-12-09,tmp541 chip,unknown price
2022-12-09,S9 13th,unknown price
2023-01-26,Antminer S19j Pro,unknown price
2023-02-18,S9,unknown price
2023-02-18,Zero W,unknown price
2023-02-18,STORJ node,unknown price
2023-02-18,Raspberry Pi 2-3-4,unknown price
2023-02-18,Gekkoscience Newpac2,unknown price
2023-02-18,L3,unknown price
2023-02-20,HP 450W Server PSU,unknown price
2023-02-20,R4,unknown price
2023-02-20,HP 450W Server PSU,unknown price
2023-02-20,T9+,unknown price
2023-02-20,Antminer S9,under 50 USD
2023-02-20,Canaan A851,unknown price
2023-02-20,HP 750W Server PSU (HSTNS),unknown price
2023-02-20,HP 750W Server PSU (HSTNS),unknown price
2023-02-20,Antminer S9,under 200 USD
2023-03-10,AMT/Bitmine.ch A1 CoinCraft miner,unknown price
2023-03-10,Whatsminer,unknown price
2023-03-10,S17 fiasco,unknown price
2023-03-10,S19APro 110TH units,unknown price
2023-03-10,S19 90TH units,unknown price
2023-03-10,S19 XP 140TH units,unknown price
2023-03-10,Antminer,unknown price
2023-03-14,Antminer S 19 XP,$4000
2023-03-24,Antminer T15,unknown price
2023-03-28,Antminer T9,unknown price
2023-04-26,Compact F USB miner,unknown price
2023-05-09,Antminer S1,unknown price
2023-05-18,Avalon 1166PRO,unknown price
2023-05-20,Heatbit Heater,$1200
2023-06-06,NewPac,unknown price
2023-06-12,NM440,unknown price
2023-06-12,S19s,unknown price
2023-06-12,S19j/s19jpros,unknown price
2023-06-23,Blockstream ASIC miner,unknown price
2023-06-24,Antminer S5,unknown price
2023-06-24,Linksys EA3500-NP,unknown price
2023-07-15,CoolTank 75KW,unknown price
2023-07-15,CoolTank 10KW,unknown price
2023-07-18,S19,unknown price
2023-07-18,10kw solar panel system,unknown price
2023-08-08,Antminer S15,$400
2023-08-08,Antminer L3+,$200
2023-08-08,Goldshell KD2,unknown price
2023-09-01,bitaxeUltra,unknown price
2023-09-03,insilicon A11 pro,unknown price
2023-09-21,Microbt,unknown price
2023-09-21,Antminer S21,unknown price
