row_index,hardware_name
1829,miner B
1830,Antminer S9
1831,Antminer R4
1832,Room
1833,HashBoard
1834,T9+
1835,L3+/++
1836,S9
1837,hashboards
1838,Antminer T9+
1839,USB to Ethernet adapter
1840,Antminer S9i
1841,Antminer S9
1842,Thermaltake 750W PSU
1844,EVGA Power supplies
1845,miner
1846,hashboard
1848,S9i
1849,antminer
1850,S9
1851,L3+
1852,s9
1853,avalon 741
1854,rasp pi
1855,AUC dongle
1856,asicboost
1857,S9
1858,CNC Machine
1859,Antminer S9
1860,Antminer S9
1861,Antminer T9+
1863,PCI-E connections
1864,asicChain[J4]
1867,Antminer S9
1868,1500W PSU
1869,Bitmain AntMiner S2
1870,Bitmain Antminer C1
1871,PSU
1872,S9
1874,power supplies
1875,oil cooler
1876,controlboard
1877,S9
1878,Avalon
1880,notlist3d
1881,Mikestang
1882,GekkoScience Compac
1883,S9 machine
1884,hashboard
1885,S9j-14T
1886,Avalon 741
1888,raspberry pi 2 b
1889,auc3 converter
1890,raspberry pi 3 b+
1891,HP power supply
1892,Avalon 741
1893,S9
1894,SD
1895,PSU
1896,Xilinx board
1897,Antminer S9
1898,asicboost
1899,jumper
1902,Avalon 741
1903,main power supplies
1904,HP server 1200
1905,750 watt PSUs
1906,2450w psus
1907,Windows 10
1908,Windows 8
1909,Windows 7
1910,Windows Vista
1911,MinerStats V0.3
1912,L3++
1913,S9
1914,asics
1915,psus
1918,D3
1919,L3
1920,S9
1922,S7
1923,control board
1925,asic boards
1926,Antminer s9
1927,Antminer S9
1928,Antminer S5
1929,S9
1930,L3++
1931,L3+
1932,DR3
1933,netgear LB2120 3G/LTE modem
1934,laptop
1936,L3++
1937,L3+
1938,control board
1939,microsd card
1940,EVGA
1941,821
1942,splitter
1943,PSU
1944,GPU cases
1945,Antminer S9
1948,hashboard
1949,2kw PSU
1950,ASICs
1951,Antminer S7
1952,Bitmain Power Supply Unit
1953,S7
1954,APW3-1600 watt power supply
1955,S1
1956,S5
1957,S3
1958,miner
1959,S9
1960,821
1961,HashNest
1962,Antminer T9+
1963,S9-S9i
1965,T9+ Miner
1966,hashboard
1967,APW3 PSU
1968,D3
1969,Antminer S9
1970,Avalon 6
1971,S9i
1972,S9j
1973,Antminer S9
1974,s9 13.5
1975,kano
1976,Antminer T9
1977,miners
1979,741's
1980,mac computer
1981,T15
1982,Antminer T9+
1983,741s
1984,220V (double throw) 20A breaker
1985,stove
1986,wires
1987,junction box
1989,wires
1990,dryer
1992,mini-rig
1993,jaly
1995,T9+
1997,DHCP server
1998,R7000
1999,T9+
2000,meter
2001,second hand miner
2002,fridge
2003,PC's psu
2004,gpu
2005,antminer s9
2006,s9 refurbish
2007,NETGEAR N300 WiFi Range Extender (EX2700)
2008,Avalon 741
2009,USB wifi dongle
2010,antminer T9+
2011,Antminer S9
2012,1600W bitmain stock
2013,ASIC
2014,D3
2015,Control Board
2016,D3
2017,L3+
2018,antminer T9+
2019,cgminer
2020,miner
2022,Bitmain S3+
2023,reset button
2024,hashboard
2025,PSU
2026,D3s
2028,APw3++
2031,Antminer S9
2032,Bitmain Antminer T9+ 10.5
2033,APW3++ power supply
2034,110V circuit
2035,whatsminr m3x
2036,asic
2038,L3+
2039,PSU
2040,T9+
2041,Antminer T9
2042,S9 hashBoard_V4.21
2043,Nov 2018 file dates
2044,Nov 2017 autofreq
2045,ASICBoosted S9i
2046,ASICBoosted S9
2047,hash board
2048,Antminer T9
2049,741
2050,s7ln
2051,power supplies
2052,Avalon 741
2054,psu
2055,avalon 6
2056,S9 Hydro
2057,S9H001
2058,e3
2059,S9H002
2060,S9j
2061,14TH S9
2062,T9+
2063,T9
2064,S9i
2065,Antminer R4
2066,Antminer S9
2067,smart plugs
2068,S9 firmware
2069,S9
2070,inno d9
2072,t9's
2073,S9's
2076,panel
2077,50000 btu ac
2078,DragonMint T1
2079,Myrig
2080,A6 units
2081,Bitmain
2082,Antminer s9
2083,S9
2085,laptop
2088,PSU
2089,miner
2090,sim card
2092,Avalon 741
2094,Z9
2095,Antminer S9i
2096,sheet metal roof
2097,fish tanks
2098,antminer s9
2100,Bitmain
2101,hashboard
2102,PSU
2103,M10
2104,Gekkoscience usb miner
2105,raspberry pi 3b+
2106,Gekkoscience 2Pac
2107,gekko
2108,Raspi zero w
2109,gekko 2pac
2110,AwesomeMiner
2111,s9
2112,S9
2114,power supply
2116,Antminer S9
2117,Antminer S2
2118,Antminer S3
2119,Antminer S4
2120,Antminer S5
2121,Antminer S7
2122,APW7 psu
2123,antminer s9
2124,M10
2125,T2T
2126,841
2127,S11
2128,power supply
2129,Antminer C1
2130,bitcoin core
2131,cgminer
2132,miner
2133,PCB traces
2135,grills
2136,hashboards
2137,Antminer S9j
2138,Fan6
2139,Fan3
2140,s9
2141,s9
2142,Raspberry Pi
2143,Avalon 841
2144,Machine
2145,Avalon 851
2146,PSU
2147,S9
2148,PC
2151,Dragonmint T1
2152,ASIC
2153,Antminer
2154,hash board
2155,AC
2156,PC
2157,Ethernet adapter
2158,Windows OS
2159,M3x
2160,laptop
2162,Solar panels
2163,Wind turbine
2164,Tesla Powerwall 2
2165,L620P
2166,miner
2167,12704 60w TEC
2168,heatpipe AMD cooler
2169,40x40mm copper plates
2170,5A 12v charger
2171,5v 4A
2174,APW3++
2175,SD Card
2176,Bitmain Firmware
2177,Antminer S9
2178,Halong mining Dragonmint T1
2179,GPU
2180,Antminer
2182,antminer s9
2183,D3
2184,miner
2185,A711-S-0-1
2186,A721
2187,AUC3
2188,A6
2189,A711-S-0-2
2190,chrome browser
2191,windows 10
2193,Moth
2194,BF0050G
2196,GPU
2197,ASIC
2198,Antminer S9
2199,C5_IO_Board_V1.3
2200,Antminer S9
2201,web GUI
2202,NAND
2203,jumper
2204,hashboard
2206,S9i
2207,Avalonminers
2208,PSU
2209,ltc Apollos
2210,NewPac
2211,851
2212,Raspberry Pi
2213,841
2214,Antminer S11
2215,S9 antminer
2216,gpu rigs
2217,other antminers
2218,hash board
2219,remote power control system
2220,multimeter
2221,APW3++ PSU
2222,APW7
2223,voltage regulators
2225,S9
2226,Mac OS Sierra
2227,NewPac
2228,2pacs
2229,S9
2230,wire shelf
2231,Antminer s9i
2232,Antminer t9
2233,"6"" flexible duct"
2235,insulated duct
2236,RigBro
2237,Dragonmint T1
2238,wood
2239,internal LAN
2242,PSU
2243,Asic boards
2245,S9 miner
2246,T9+ hash board
2247,4 741's
2249,power supply
2250,s9i
2252,Antminer S7
2253,Windows
2254,Antminer A3
2255,miners
2256,PSU
2257,PIs
2258,MM
2259,Avalon 841s
2260,PCIe connectors
2261,PSU
2262,Antminer S9
2264,internet connection
2265,psu
2267,Ebang E10
2268,M3
2269,sidehack r606
2270,pac sticks
2271,s17
2272,S9
2273,Antminer S9
2274,antminer S9
2275,Antminer S9
2277,Bitmain
2278,S9j
2279,Antminer S9
2280,Antminer T9+
2281,control board
2283,Halong T-1
2284,T-1m
2285,A4
2286,Bitfily Snow Panther B1+
2287,M3
2288,M10
2289,GekkoScience R606
2291,antminer s9j
2292,apw 3++
2293,GPU rig
2294,Antminer S9
2295,Antminer S9J
2296,S9
2297,Antminer S9
2298,sd cards
2299,Butterfly Labs 700Gh miners
2300,Antminers
2301,S3
2302,PSUs
2303,control board
2304,45 chip board
2305,54 chip board
2306,s5+
2307,851
2308,S9
2309,control board
2310,Bitfily B1+
2311,psu
2312,3B
2313,Avalon 921
2314,AUC3
2315,2B
2316,miner
2317,S9 antminer
2318,IPreporter/Reset button
2319,miner's temp
2320,motherboard
2321,antminer
2322,Titans
2323,asics
2324,45 chip boards
2325,psu
2326,APW3++
2327,s5+ control boards
2328,54 chip boards
2329,miners
2331,Antminer T9+
2332,miner
2333,Raspberry Pi 3 Model B Rev 1.2
2335,Avalon 741
2336,switch
2337,Whatsminer M3 v2
2339,Freight Forwarding company
2340,s17's s15's t17's and t15's
2341,memory
2342,jumper
2344,Antminer T9+
2345,psu
2346,Antminer S9
2347,Antminer s9
2348,freezer
2349,PSU
2350,S9
2351,miner
2352,Linux
2353,BMminer
2354,S9s
2356,A841
2357,AC unit
2358,Avalon A921
2359,thermal paste
2360,SDHC card
2361,S9
2362,S7
2363,APW3++ power supply
2364,CMOS oscillator
2365,Toshiba laptop
2366,newpak gekko science asic sticks
2367,XFX P1-850X-XXB9 850W 80+ Bronze Semi Modular
2368,PCI-E AMD R9 280X 3GB XFX 2xDVI HDMI 2xminiDisplay Port
2369,"Disk SSD 6,4cm (2,5"") 60GB SATA3 Kingston V300 7mm 450/450MB/s"
2370,"Intel 1155 Celeron G1820 2,7GHz 2MB BoxDDR3 4GB 1600MHz CL8 Single (1x 4GB) Crucial Ballistix Tactical OC s hladilnikom"
2371,Antminer S9
2372,S15
2373,1080ti
2374,S9j
2375,T9+
2376,Antminer S9
2377,AmityLabs PSU
2378,Asic miner
2379,Avalon 741
2380,S9s
2382,S9 hashboard
2383,921
2384,841
2385,T9
2386,S9
2387,S9s
2388,Avalon 741s
2389,hash boards
2390,Antminer S9
2391,Antminer S15
2392,S11
2393,Antiminer S11
2394,internet connection
2395,S11
2396,S9i
2397,s9j
2398,WHATSMiner M1
2399,switch
2401,raspberry pi 3b
2403,canaan avalonminer 921
2404,AUC
2405,pi
2406,avalonminer 921
2408,control boxes
2409,mining equipment
2410,electrical lines
2412,hashboard
2413,PSU
2414,6pin
2415,Bitmain S9
2416,GekkoScience 2Pac
2417,battery pack
2418,Antminer S9i
2419,cgminer
2420,Openwrt server
2421,Avalon 841
2422,S9
2424,MDF 16mm
2428,PSU
2429,apw
2431,APW 3+
2432,PSU
2433,S9
2434,Avalon 921
2435,Miner
2436,3 hp aircond
2438,wooden box
2440,miner
2441,sd card
2442,control board
2444,PSU
2445,48 port switch
2447,modem
2448,L3+
2450,24 port switch
2451,Intel I3 CPU
2452,Radeon R9
2453,NewPac
2454,beams
2455,S9s
2456,cement
2458,miners
2459,PSU
2460,PSU
2461,T9+
2463,S9
2464,bmminer
2465,Antminer S9
2466,antminer S9i
2467,braiinsOS
2468,S9j
2469,S9i
2471,M3X Hashboard
2472,data connection bridge
2474,S9
2475,GekkoScience Compac
2476,Raspberry Pi
2477,bfgminer
2478,Slushpool
2479,Bitcoin core
2480,antminer s9j
2482,TP-Link Wi-Fi Router
2483,Inno T2Ts
2484,ckpool
2485,bitcoind
2486,power supply
2487,Antminer D3
2488,Antminer S9
2489,AP3W++ power supply
2492,S9
2493,BeagleBone
2494,psu
2495,S9
2496,S9j
2497,Innosilicon T2T miner
2498,Miner Status Screen
2499,Hashboard
2500,S9
2501,S9
2502,ducts
2504,acoustic treatment
2506,wood boxes
2507,MicroBT MX3 V2
2508,cgminer
2509,firmware
2510,MMC
2511,Avalon 841
2513,mac mini
2514,raspberry pi
2515,board
2516,machine
2517,S9
2518,S9's
2519,sim card
2521,Avalon's 741
2522,Internet modem
2525,keyboard
2526,m3x
2527,Vega 64
2528,IC Timer 555 Module
2529,T17
2530,Bitmain S9
2531,Ebang
2532,Bitmain
2533,Avalon
2534,ASIC miner
2535,ckpool
2536,libckpool
2537,kano
2538,ckdb
2539,Bitmain's firmware
2540,switching PDUs
2541,Antminer S9i
2542,s9 hashboard
2543,M10
2544,M20S 65 TH miner
2545,PSU
2546,P11
2547,P10
2548,S9
2549,PSU
2551,cpu
2552,R606
2553,pac
2554,GPUs
2555,psu
2556,Antminer S9
2557,multimeter
2558,tester
2559,Bitmain APW7 PSU
2560,miner
2561,control board
2562,Antminer S9
2564,root password
2565,hash board
2566,BITMAIN AntMiner APW3-12-1600 PSU Series
2567,Bitmain LPM
2568,multi million dollar facility
2569,S9
2570,hash board
2571,Antminer S17
2572,Aladdin miners
2573,clothes dryer
2574,A/C unit
2575,panel
2576,breakers
2577,outlets
2578,power source
2580,bitminers
2582,sd card
2583,S9
2584,Antminer S17
2585,Air Ducts
2586,Whatsminer M20S
2587,Racks
2588,Ethernet Cables
2589,PC
2591,Fans
2592,power supply
2593,S9i 14TH/S
2594,hashboard
2595,500 AntMiner
2596,AntMiner
2597,Antminer T9+
2598,customs firmware
2599,Antminer s9
2600,hashboard
2602,E10.3
2603,computer/laptop
2604,AUC3
2605,Controller
2606,Avalon 851
2607,control board
2608,Antminer s17
2609,Innosilicon
2610,Whatsminer
2611,Bitmain
2612,Ebit E10.2 Miner
2613,Avalon
2614,t17 antminer
2615,miner
2616,hashboard
2617,killawatt meter
2618,T17
2619,Rockminer U10
2620,R606
2621,Sipolar
2622,2Pac
2623,switch
2625,modem
2626,control board
2627,Asicminer 8 Nano
2628,AladdinMiner T1
2629,control board
2630,PSU
2631,bitmain APW3++
2632,miner
2633,AvalonMiner 1047
2634,DPS1200W PSU
2636,Win7
2637,GS hubs
2638,R606
2639,Newpac
2640,2Pac
2641,S9
2642,ADSL modem
2644,switch
2646,antminer s9k
2648,Avalon 852
2649,hashboard
2651,Antminer S9
2652,S9
2653,Ebay
2654,Antminer Hydro
2655,laptop
2656,RT-AC87U
2657,RasPi
2658,a741
2660,S9
2661,Avalon R4
2662,Hashboard
2663,Antminer T9+
2664,Antminer
2666,Avalon 6
2667,Avalon 1041
2668,psu
2669,s9
2670,t17
2671,L3+
2672,miners
2673,S9
2674,10kV transmission line
2675,power supply
2677,exhaust shroud
2679,chip
2680,S17 Pro-50
2681,duct
2682,heatsinks
2683,hubswitch
2684,sdcard
2685,s9j control board
2686,modem
2687,S9
2689,s17
2690,S17
2693,Antminer R4
2694,Antminer S9j
2695,PSU
2696,S9 SE
2697,Avalon A1047
2698,Canaan Avalon 1047
2699,Triplite 6kva dual-conversion UPS
2700,M10
2701,S9 miners
2702,dns cache / forwarder
2703,s9 miners
2705,cisco switches
2706,S9
2707,local dns cache
2708,S9
2709,PSU
2710,ASIC AntMiner V9
2711,whatsminer M3 V2.2
2713,antminer s9k
2714,bitmain
2715,20A
2716,110v ac wall
2717,S9k
2718,2500w PSU
2719,10/2 WG wire
2720,30 amp 240V circuits
2721,240v plug
2722,240V 30A breakers
2723,20 amp plug
2724,miner
2725,Dragonmint T1
2726,hash board
2727,T9+
2728,M20S
2729,S9
2730,Low power mode
2731,Antminer S9
2732,control board
2733,mini sd card
2735,sd card
2736,hash board
2737,s9
2738,Avalon
2739,Raspberry Pi
2740,A851
2741,Server Power Supply
2742,Extension Cords
2743,Wireless Repeaters
2744,Wifi Setup
2745,ISP
2746,Pool
2747,Power Supply
2748,Power Board
2750,Antminer s9
2751,S9
2752,S7
2753,avalons
2754,Innosilicon T2T 30T
2755,821
2756,S9
2757,t3 t39
2758,t2 t24
2759,Antminer R4
2760,Aladdin Miner T1
2761,30 Amp circuits
2762,M10
2763,20 Amp circuit
2764,M20S
2766,m21s
2767,m20s
2768,M20s
2769,T30
2770,T15
2771,741
2772,s17
2773,s9 miner
2774,miner
2775,dragonmint T1
2776,static IP address
2778,T2T 30T
2779,S11 Antminer
2781,Antminer S9
2782,m10
2783,PDU's
2784,screen mesh
2785,30 amp circuits
2786,shelving units
2787,Mineral wool insulation
2788,bitmain firmware
2789,S9
2790,Bitmain
2791,M20
2792,M21
2793,M21s
2794,antminer S9
2795,IP reporter button
2796,antminer s9
2798,jumper
2799,Antminer S9
2800,Antminer S7
2801,voltmeter
2802,Noctua 12v
2803,Innosillicon T3+57T
2804,cron tab
2805,cgminer
2807,BITMAIN S9
2808,t2th+
2809,20s
2810,21s
2811,T17s
2812,s17
2813,m20s
2814,m21s
2815,cgminer 4.1.11
2816,Antminer s9
2817,140-watt soldering gun
2818,Antminer s7
2819,Antminer s9j
2820,Delta QFR1212GHE Fan
2821,Antminer s9
2822,air gun
2823,hot-air
2824,donor boards
2826,P3 Power PSU
2827,AWP3+ PSU
2828,Bitmain's supply
2829,APW3++ PSU
2830,S9j
2831,Antminer S9
2832,EBIT E12
2833,S17E Antminer
2834,10 gauge wire
2835,S9 Antminer
2836,30 AMP breaker
2837,14 gauge wire
2838,miner's control board
2840,S9
2841,S7
2842,iPad
2843,Innosilicon t3 50
2844,T3-50
2845,cameras
2846,air filters
2848,steel bars
2849,24H armed guards
2850,automatic double front doors
2852,Antminer S17
2853,Antminer T17+
2854,Antminer S9
2855,Antminer S9i
2856,Antminer S9k
2857,Antminer T17e
2858,Antminer S17 Pro
2859,S17
2860,T17
2861,S17 Pro
2862,Canaan
2863,power supply units
2864,s17 Pro units
2865,S9
2866,S9i
2867,S9j
2868,S9se
2869,Antminer T17
2870,S9k
2871,Antminer S17
2872,Antminer S15
2873,Avalon841
2874,Beagleboard
2875,S9
2876,Raspberry Pi
2877,machine
2878,Pangolin M20
2879,BitPay Visa
2880,Awesome Miner
2881,Kripto02
2882,Kripto03
2883,BitMain S3
2884,BitMain S3
2885,BitMain S3
2886,raspberry Pi
2887,PC
2888,ebitminer mini software
2889,EBANG E10.3
2890,S9 12.5T
2891,Antminer S9 Hydro
2892,S9 Hydro 18.0T
2893,Antminer s17
2894,Antminer s17 pro
2895,Innosilicon T2TH+ 37TH
2896,control board
2897,hash board
2898,PSU
2899,BOB
2900,WhatsMiner M20S
2901,control board
2902,Antminer R4
2903,Avalon 721/741
2904,Neptune
2905,Ebit E9+
2906,c19 to c20
2907,l6-30r
2908,l6-30p
2909,t17
2910,14 awg power wire
2911,smartpower units
2912,Antminer S9
2913,s9i LPM
2914,hashboard
2915,firmware
2916,Pangolin
2917,m38
2918,m101
2919,m20s
2920,m201
2921,m10
2922,m21s1
2923,Antminer S9J
2924,temp-sensors
2925,hashboards
2926,20amp fuse switches
2927,200 amp box
2928,PDUs
2929,S9s
2930,L3s
2931,Tripp lite 30 amp PDUs
2932,Antminer S9
2933,Nand flash storage
2935,xbox
2936,S17
2938,Ant S9
2939,windmill
2941,240v
2942,S9k
2943,S9s
2944,Raspberry PI
2945,Ant miners
2946,S9
2947,A4+ Miners
2948,s9's
2949,kWh meter
2950,Canaan A10
2951,psu
2952,sipolar 10 port usb powered hubs
2953,Raspberry Pi 3
2954,Windows 10
2955,300 watt panels
2956,BitMain S9
2957,200 amp solenoid
2958,Antminer S9E
2959,T9+
2960,S9k
2961,GPU card
2962,Bitmain S9
2963,FPGA development board
2964,De0-nano board
2965,Innosilicon T2T
2966,Bitmain
2967,T1
2968,S9
2970,Antminer S17
2971,Pangolin M20
2972,Dragonmint T1
2973,S9
2974,S9 control board
2975,Router/gateway
2976,switch
2978,s11
2979,breaker
2980,ASIC
2981,Earthing
2983,1800W power supply
2984,Innosilicon T2THf
2985,mineral oil
2986,T17
2987,Antminer T17e
2988,AVR 3000W
2989,PSU
2990,INNOSILICON T3-50T BTC Miner
2991,Aisen A1 miners
2992,ebit e10.3
2993,M3X
2994,warehouse
2995,T17
2996,s17e
2997,T17 antminer
2998,T17
2999,T17e
3000,T17+
3001,s17 gear
3002,T3
3003,heat sink
3004,Linux
3005,CGminer
3006,cooling system
3007,air-conditioning
3008,Antminer T17
3009,t17
3010,T17
3011,control board
3012,power supply
3013,oscilloscope
3014,T3H miner
3015,T3+ units
3016,hashboard
3017,DPS-1200FB-1 A
3018,PSU
3019,power supply
3020,BW-L21 miner
3021,S17 / T17 control board
3022,thermally insulated ducting
3024,Router
3025,Antminer S9
3026,Antminer T9+
3027,PC
3028,S17+
3029,Antminer S9
3030,psu
3031,elastic tube
3032,tube
3033,hashboard
3034,PSU 1000W
3035,Pangolin
3036,Microbit
3037,M-20
3038,Z11
3039,Innosilicon T3 57TH unit
3040,PSU
3041,Cheetah miner F1
3042,F1 Miners
3043,whatsminer m10
3044,Antminer S5
3045,PSU
3046,Dell N750P
3047,Antminer T17
3048,Antminer S17+
3049,Avalon 851
3050,Avalon 852
3051,Avalon 841
3052,S17 Pro
3053,S17/T17
3054,Asic Anminer s9k
3055,control board
3056,control board
3057,s17e 64
3058,EBang E9.3
3060,frame
3061,hash board
3063,control board
3064,gpu
3065,Gypsum Board Partition
3066,T9+
3067,S9i
3068,mdf
3069,Antminer S9k
3070,Antminer T17e
3071,pdu
3072,Windows PowerShell
3073,Antminer s15
3074,air filter
3075,hash boards
3076,Antminer S9SE
3077,S9i
3078,S17Pro
3079,S9k
3080,Z11
3081,L3+
3082,S15
3083,S17pro
3084,841
3085,821
3086,Rasp Pi
3087,apw3++
3088,hash boards
3089,Etherium miners
3090,Antminer S9k
3091,Antminer S9SE
3092,antminer S17
3093,T9+
3094,Antminer S15
3095,Dragonmint
3096,power supply
3097,power strip
3098,PSU
3099,z9 mini
3100,Antminer T15
3101,T15
3102,cabling
3103,fuse board
3104,wire mesh
3105,Antminer S9
3106,S9 miners
3107,L3+/++ units
3108,Awesome Miner software
3109,Awesome Miner Antminer Firmware
3110,Antminer S9i
3111,Antminer S9j
3112,APW3+
3113,M21s
3114,M20
3115,M20s
3116,T9+
3117,Avalon A1041
3118,Avalon A1066
3119,T17+
3120,T9
3121,S9
3122,Avalon A721
3123,Avalon A1047
3124,Avalon A841
3125,S9
3126,Control board
3127,psu
3128,voltage regulator
3129,Bitfily A1
3130,Fans
3131,Mainboard
3132,Hashboard
3133,Avalon
3134,Lancelot
3135,GPUs
3136,Icarus boards
3137,electric heating element
3138,miners
3139,electric heating element
3140,miners
3141,fireplace
3142,electric heating element
3143,miners
3144,aisen A1
3145,Charter Spectrum Modem (Arris)
3146,Netgear NightHawk R7000 Router
3147,Cat5
3148,mining machines
3149,S15s
3150,2Pac sticks
3151,S17 Pro
3153,S9
3154,hashboard
3155,Braiins-os
3156,PSU
3158,S17
3159,Antminer
3160,control board
3162,miner
3163,Avalon 841
3165,Raspberry Pi 3 B
3166,S17 50T
3167,asic boost firmware
3168,linux
3169,Antminer s9
3170,bitfury b8
3171,Antminer S9
3172,innosilicon T2TH+
3173,Kia Forte
3174,18 pin PHD connector
3175,S9 Miner
3176,StrongU U6
3177,sha-256
3178,gpu
3179,cpu
3180,scrypt
3182,OrangePi Zero
3183,Avalon
3184,Bitmain Antminer
3185,Whatsminer
3186,Canaan Avalon 1066 PRO
3187,Bitmain S9
3188,S9
3189,T9
3190,M21s
3191,Black Arrow X3
3192,Antminer S9
3193,l3+
3194,s9
3195,btc
3196,Avalon 841
3197,APW7
3198,S17
3199,S15
3200,S9
3201,T17+
3202,Antminer T17
3203,T17
3204,S17
3205,APW7
3206,S17
3207,T17
3208,Desktops
3209,Router
3210,Asus RT-N12 D1
3211,Asic miner
3212,Antminer T9+
3213,S7
3214,Bitmain PSU
3215,T2T-25T
3216,filters
3219,Ant Miner
3220,S9
3221,Antminer S9
3222,Controllers
3223,S17 PSU
3224,S15 PSU
3225,antminer s11
3226,hash board
3227,Avalon8
3228,PDU
3229,miner
3230,C13 plugs
3231,3300 watt mining unit
3232,3000 watt mining unit
3233,S9
3234,T17+
3235,Innosilicon T2T 30T
3236,Avalons
3237,T17
3238,s19s
3239,parabolic/yagi antennas
3240,Ebit 10.2
3241,T9+
3242,T9+
3243,T9+
3244,T9+
3245,T9+
3246,S17+/Pro
3247,17 series
3248,T17+
3249,S17+
3250,T17
3251,S17
3252,T17+
3253,T17e
3254,T17e
3255,PSU
3256,M20S
3257,2100 watt miner
3258,P21
3259,s9e
3260,s9
3261,S9K
3262,Antminer
3263,t9
3264,S9
3267,S9k
3268,S9se
3269,Antminer T17e
3270,s9
3271,hashing board
3273,Kano
3274,Bitmain
3275,CKSolo
3276,modem
3277,control board
3278,sd card
3280,psu
3281,Love Core Aixin A1
3282,chain0
3283,hashboard
3284,control board
3285,PSU
3286,Innosilicon T2TZ
3287,30T edition
3288,HP HSTNS-PR16
3289,chip count bitmain
3290,cap count bitmain
3291,braiins based gear
3292,1200 watt power supply
3293,Antminer T9+
3294,p20 psu
3295,p21 psu
3296,m20s
3297,s9
3298,KNC Miner Neptunes
3299,Bitmain
3300,MicroBT
3301,whatsminer 5.0.2
3302,v9 control board
3303,S17 Pro
3304,Antminer U3
3305,power supply
3306,Antminer T17
3307,control board
3308,Avalon 1066
3309,HP power supplies
3310,S17
3311,Fluke
3312,generator
3313,Dragonmint T1
3314,Antminer T15
3315,m20s
3316,s17
3317,t17
3318,t17
3319,s17 pro
3320,PSU
3321,T17
3322,antminer S11
3323,hashboards
3324,pipes
3325,S17
3326,S17+
3327,PSU
3328,hash board
3329,S9
3330,m20s
3331,AvalonMiner 821
3332,S11
3333,AC
3334,washer
3336,watt meter
3337,miner
3340,hash board
3341,Antminer S17E
3342,hashcards
3343,miner
3344,T17e
3345,S17e
3346,Antminer T17
3347,bitmain miner
3348,rasp pi
3349,heatsink
3350,antminer t17+
3351,hashboard
3352,farm
3353,Terminus R606
3354,zadig
3355,FutureBit Apollo Scrypt miner
3356,MineFarmBuy
3357,S9
3358,S15
3360,hashboard
3361,control board
3362,M3
3363,PSU
3364,APW9+
3365,PSU
3366,S17
3367,NEMA 6-20 plug
3368,S17+ miner
3369,power supply
3370,APW9
3371,s9
3372,miner
3373,switch
3375,SD-card
3376,S9
3377,Philips screw driver
3378,PSU
3379,T17
3380,T17+
3381,S17
3382,S17pro
3383,S17+
3384,S9K
3385,APW3++
3386,multimeter
3387,t17+
3388,dragon 1T
3389,A2 LTC ASIC
3390,A1 BTC ASIC
3391,ANU 1
3392,ANU 2
3393,Raspberry Pi 4
3394,ANU 3
3395,ANU 0
3396,L3+
3397,Avalon A921
3398,APW PSU
3399,Raspberry Pi 3
3400,Mac Mini
3401,AUC3 Dongle
3402,Bitmain APW3+
3403,S9i
3406,VidToo Controller
3407,Avalon 921
3408,AUC3
3409,PSU
3411,hashboards
3412,GPUs
3413,R606
3414,Antminer U2
3415,Bitmain Antminer U2
3416,R808
3418,Raspberry Pi 4
3419,U3
3421,asic t17+
3422,framework of asic.to
3423,psu
3425,control board
3426,11gh
3427,22 gpus
3428,1.2 ph
3429,1.5 ph
3430,22 gpus
3431,Butterfly Labs Jalapeno
3432,T17
3433,D3
3434,11gh
3435,5kwatts
3436,Antminer S11
3437,s17
3438,s17pro
3439,t17
3440,BMminer
3442,control board
3443,Avalon 1066 pro55th miner
3444,T17+
3445,hashboard
3446,630A circuit breakers
3447,whatsminers
3448,s9
3449,200 amps worth of miners
3450,T9+
3451,S9
3452,APW 1600 power supply
3453,meter
3454,t17+
3455,t17
3456,S9 6 hashboard
3457,IPbutton
3458,latest firmware
3459,s9 miner
3460,Antminer S17 Pro
3461,Rocket's firmware
3462,S17Pro/S17+
3463,AntMiner T9+
3464,Antminer U1
3465,BFL ASICS
3466,Chili miners
3468,T17e
3469,control board
3470,Antminer S9
3471,s9
3473,breaker
3474,voltage regulators
3475,80amp breaker
3476,S9E
3477,T17+
3478,u2
3479,Block Erupters
3480,T17 42 TH
3481,S19 95T
3482,9 series
3483,17 series
3484,S19-Pro
3485,PC
3486,Avalon 821
3487,Raspberry Pi
3488,Miner MM
3489,S17+
3490,T17
3491,Z11
3492,power supply
3493,S9
3495,control board
3496,m3 machines
3497,antminer t17
3498,hash board
3499,t17e
3500,S9i
3501,S9
3502,T17+
3503,T17
3504,S17+
3505,S9j
3506,S17
3507,S17pro
3508,firmware 9.1.4.24
3509,Ebang E10.1
3510,hashboard
3511,asic s9i
3512,PSU
3513,S17 Pro
3514,S1
3515,T17
3516,S17+
3517,S17
3518,T17+
3519,T17e
3520,S19
3521,90 new gen miners
3524,Whatsminer M20s
3526,ANTMINER S9
3527,asic boards
3528,b460 for intel cpus
3529,Z370-i
3530,ASUS TUF X570 Gaming PLUS WIFI System Board
3531,Dual PCIe 4.0 M.2 and USB 3.2 Gen 2 Type-A /Type-C
3532,ryzen 3700
3533,3900 cpus
3534,ryzen 3800
3535,threadripper
3536,b470 for intel cpus
3537,ryzen motherboards
3538,ryzen 3900
3539,Antminer S17
3541,Antminer S2
3542,Antminer S1
3543,S3
3544,S2
3545,Avalon 6
3546,S9
3549,bitmain firmware
3550,control board
3552,ASIC
